Date,Annual generated
1/1/2015,95580000959
1/1/2014,95487418120
1/1/2013,94263561570
1/1/2012,86802854213
1/1/2011,38706995087
1/1/2010,5019091683
1/1/2009,336170622
1/1/2008,335570496
1/1/2007,277399825
1/1/2006,277196117
1/1/2005,156483858
1/1/2004,156066880
1/1/2003,69218741
1/1/2002,69065778
1/1/2001,69065778
1/1/2000,69065778
total,95580710930
