Date,Annual generated
1/1/2015,5098942
1/1/2014,5129800
1/1/2013,5118242
1/1/2012,4945541
1/1/2011,1883349
1/1/2010,1143245
1/1/2009,660707
1/1/2008,162736
1/1/2007,23297
1/1/2006,18689
1/1/2005,20990
1/1/2004,20990
1/1/2003,20990
1/1/2002,20990
1/1/2001,26104
1/1/2000,26104
total,5108325
