Date,Annual generated
1/1/2015,73885648537430
1/1/2014,73885647394320
1/1/2013,73885646340929
1/1/2012,73885646110835
1/1/2011,73885645070798
1/1/2010,73885600298691
1/1/2009,71528
1/1/2008,52177
1/1/2007,52177
1/1/2006,52177
1/1/2005,52177
1/1/2004,52177
1/1/2003,52177
1/1/2002,52177
1/1/2001,52177
1/1/2000,52177
total,73885648713747
