Date,Annual generated
1/1/2015,2543293640
1/1/2014,626472616
1/1/2013,369188045
1/1/2012,65841270
1/1/2011,53067983
1/1/2010,49337668
1/1/2009,623715
1/1/2008,383833
1/1/2007,189914
1/1/2006,60808
1/1/2005,10797
1/1/2004,10797
1/1/2003,10797
1/1/2002,10797
1/1/2001,10797
1/1/2000,0
total,2543494019
