Date,Annual generated
1/1/2015,8061319929
1/1/2014,8060450950
1/1/2013,8060450950
1/1/2012,7598103766
1/1/2011,7598010456
1/1/2010,4649741385
1/1/2009,2545909457
1/1/2008,1595997221
1/1/2007,1110686578
1/1/2006,734947905
1/1/2005,476932847
1/1/2004,137170851
1/1/2003,175322
1/1/2002,19983
1/1/2001,19983
1/1/2000,19983
total,8061319929
