Date,Annual generated
1/1/2015,3546487879
1/1/2014,3546487879
1/1/2013,3504877772
1/1/2012,3414804422
1/1/2011,33127345
1/1/2010,274659
1/1/2009,31978
1/1/2008,21710
1/1/2007,21710
1/1/2006,21710
1/1/2005,21710
1/1/2004,21710
1/1/2003,21710
1/1/2002,21710
1/1/2001,21710
1/1/2000,21710
total,3546487879
