Date,Annual generated
1/1/2015,1351507305466
1/1/2014,1339456380190
1/1/2013,1045260810471
1/1/2012,512644402635
1/1/2011,151700411360
1/1/2010,68625835183
1/1/2009,23694039631
1/1/2008,12200555942
1/1/2007,8434697431
1/1/2006,4789451377
1/1/2005,658416675
1/1/2004,242805136
1/1/2003,37099662
1/1/2002,7877719
1/1/2001,5136988
1/1/2000,5136988
total,1351507305466
