Date,Annual generated
1/1/2015,2727025
1/1/2014,2727025
1/1/2013,2476115
1/1/2012,2317164
1/1/2011,1607927
1/1/2010,1607927
1/1/2009,1607927
1/1/2008,1539571
1/1/2007,1539571
1/1/2006,1132399
1/1/2005,1114627
1/1/2004,692635
1/1/2003,547112
1/1/2002,306160
1/1/2001,214724
1/1/2000,0
total,2727025
