Date,Annual generated
1/1/2015,7389866
1/1/2014,7388260
1/1/2013,7383471
1/1/2012,3833759
1/1/2011,4427996
1/1/2010,834965
1/1/2009,1276757
1/1/2008,1217262
1/1/2007,983050
1/1/2006,1541778
1/1/2005,454097
1/1/2004,81798
1/1/2003,81798
1/1/2002,119117
1/1/2001,119117
1/1/2000,226778
total,7386004
