Date,Annual generated
1/1/2015,41303
1/1/2014,36988
1/1/2013,15834
1/1/2012,10632
1/1/2011,6897
1/1/2010,2666
1/1/2009,1062
1/1/2008,353
1/1/2007,165
1/1/2006,92
1/1/2005,34
1/1/2004,34
1/1/2003,34
1/1/2002,34
1/1/2001,34
1/1/2000,34
total,41303
