Date,Annual generated
1/1/2015,48328493
1/1/2014,49129723
1/1/2013,49465977
1/1/2012,9616118
1/1/2011,7860761
1/1/2010,9309176
1/1/2009,8275980
1/1/2008,7647789
1/1/2007,7064449
1/1/2006,8636156
1/1/2005,5757421
1/1/2004,4849801
1/1/2003,4849801
1/1/2002,4849801
1/1/2001,4849801
1/1/2000,4849801
total,48225745
