Date,Annual generated
1/1/2015,51421
1/1/2014,50161
1/1/2013,33914
1/1/2012,20333
1/1/2011,14293
1/1/2010,8178
1/1/2009,1636
1/1/2008,467
1/1/2007,444
1/1/2006,435
1/1/2005,36
1/1/2004,36
1/1/2003,36
1/1/2002,7
1/1/2001,7
1/1/2000,7
total,51421
