Date,Annual generated
1/1/2015,103750
1/1/2014,103059
1/1/2013,94252
1/1/2012,66308
1/1/2011,35242
1/1/2010,16858
1/1/2009,8955
1/1/2008,4004
1/1/2007,1224
1/1/2006,1035
1/1/2005,608
1/1/2004,460
1/1/2003,431
1/1/2002,330
1/1/2001,300
1/1/2000,0
total,103750
