Date,Annual generated
1/1/2015,28735
1/1/2014,28287
1/1/2013,26313
1/1/2012,15194
1/1/2011,10241
1/1/2010,3118
1/1/2009,156
1/1/2008,156
1/1/2007,156
1/1/2006,72
1/1/2005,72
1/1/2004,72
1/1/2003,72
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,28735
