Date,Annual generated
1/1/2015,104718337
1/1/2014,104718337
1/1/2013,104718337
1/1/2012,104584613
1/1/2011,104179319
1/1/2010,103773104
1/1/2009,103579943
1/1/2008,68242443
1/1/2007,68037519
1/1/2006,56729419
1/1/2005,28809072
1/1/2004,296217
1/1/2003,229486
1/1/2002,145724
1/1/2001,71257
1/1/2000,59967
total,104718337
