Date,Annual generated
1/1/2015,486637069
1/1/2014,486559335
1/1/2013,457595724
1/1/2012,455948743
1/1/2011,453861403
1/1/2010,447080461
1/1/2009,364111190
1/1/2008,93585337
1/1/2007,12419122
1/1/2006,1057743
1/1/2005,862607
1/1/2004,766514
1/1/2003,651786
1/1/2002,230181
1/1/2001,100985
1/1/2000,4250
total,486637069
