Date,Annual generated
1/1/2015,422784508
1/1/2014,422784508
1/1/2013,422784508
1/1/2012,422784508
1/1/2011,422784508
1/1/2010,353379219
1/1/2009,176116724
1/1/2008,2344566
1/1/2007,501178
1/1/2006,210953
1/1/2005,187717
1/1/2004,187717
1/1/2003,187717
1/1/2002,161900
1/1/2001,139545
1/1/2000,102447
total,422784508
