Date,Annual generated
1/1/2015,12149
1/1/2014,12149
1/1/2013,6974
1/1/2012,5356
1/1/2011,1160
1/1/2010,1160
1/1/2009,1143
1/1/2008,709
1/1/2007,709
1/1/2006,681
1/1/2005,402
1/1/2004,387
1/1/2003,387
1/1/2002,387
1/1/2001,387
1/1/2000,387
total,12149
