Date,Annual generated
1/1/2015,12706227
1/1/2014,11592747
1/1/2013,12155439
1/1/2012,10681329
1/1/2011,102649
1/1/2010,25300
1/1/2009,23680
1/1/2008,16964
1/1/2007,21298
1/1/2006,19346
1/1/2005,19346
1/1/2004,19346
1/1/2003,19346
1/1/2002,19346
1/1/2001,19346
1/1/2000,19346
total,12706227
