Date,Annual generated
1/1/2015,950
1/1/2014,950
1/1/2013,950
1/1/2012,950
1/1/2011,74
1/1/2010,74
1/1/2009,42
1/1/2008,32
1/1/2007,32
1/1/2006,32
1/1/2005,32
1/1/2004,32
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,950
