Date,Annual generated
1/1/2015,1315471322
1/1/2014,1473206807
1/1/2013,2375566713
1/1/2012,2053857616
1/1/2011,2642055
1/1/2010,1663320
1/1/2009,966205
1/1/2008,1413424
1/1/2007,684159
1/1/2006,89036
1/1/2005,25013
1/1/2004,34183
1/1/2003,34183
1/1/2002,43132
1/1/2001,43132
1/1/2000,0
total,1315471322
