Date,Annual generated
1/1/2015,248429367959
1/1/2014,254836193027
1/1/2013,334991989346
1/1/2012,497904424555
1/1/2011,622794914718
1/1/2010,805157696348
1/1/2009,1096666159093
1/1/2008,1133133164590
1/1/2007,1002608916969
1/1/2006,941676812033
1/1/2005,14810025419
1/1/2004,10054875673
1/1/2003,236772
1/1/2002,303226
1/1/2001,252504
1/1/2000,252504
total,248365863615
