Date,Annual generated
1/1/2015,4481107336467
1/1/2014,4481107336467
1/1/2013,4481107301200
1/1/2012,4480920898645
1/1/2011,4480687628006
1/1/2010,35726187
1/1/2009,28922516
1/1/2008,81014
1/1/2007,65468
1/1/2006,43544
1/1/2005,43544
1/1/2004,43544
1/1/2003,43544
1/1/2002,43544
1/1/2001,43544
1/1/2000,43544
total,4481107336467
