Date,Annual generated
1/1/2015,7966
1/1/2014,7901
1/1/2013,7671
1/1/2012,6427
1/1/2011,4048
1/1/2010,1228
1/1/2009,111
1/1/2008,101
1/1/2007,101
1/1/2006,101
1/1/2005,101
1/1/2004,101
1/1/2003,101
1/1/2002,87
1/1/2001,87
1/1/2000,87
total,7966
