Date,Annual generated
1/1/2015,4069155131182
1/1/2014,4096373558862
1/1/2013,4103235156002
1/1/2012,4527969176338
1/1/2011,7356249609611
1/1/2010,4073892795782
1/1/2009,263007
1/1/2008,56130
1/1/2007,62681
1/1/2006,79634
1/1/2005,87324
1/1/2004,94914
1/1/2003,99032
1/1/2002,107735
1/1/2001,48142
1/1/2000,3733
total,4069155131182
