Date,Annual generated
1/1/2015,12499183304
1/1/2014,12464071368
1/1/2013,12271515354
1/1/2012,11249646311
1/1/2011,8915932502
1/1/2010,7263096029
1/1/2009,5146664146
1/1/2008,2960710255
1/1/2007,2889428813
1/1/2006,2886104887
1/1/2005,2885948233
1/1/2004,2801103343
1/1/2003,2800461063
1/1/2002,82693
1/1/2001,82693
1/1/2000,49903
total,12504640271
