Date,Annual generated
1/1/2015,16492603
1/1/2014,16492603
1/1/2013,15773852
1/1/2012,6000534
1/1/2011,5822036
1/1/2010,4152348
1/1/2009,1845770
1/1/2008,98615
1/1/2007,85751
1/1/2006,82256
1/1/2005,64864
1/1/2004,8696
1/1/2003,8696
1/1/2002,8696
1/1/2001,0
1/1/2000,0
total,16492603
