Date,Annual generated
1/1/2015,134509
1/1/2014,134361
1/1/2013,100511
1/1/2012,54431
1/1/2011,54269
1/1/2010,19197
1/1/2009,5956
1/1/2008,1184
1/1/2007,116
1/1/2006,69
1/1/2005,69
1/1/2004,51
1/1/2003,51
1/1/2002,51
1/1/2001,51
1/1/2000,51
total,134509
