Date,Annual generated
1/1/2015,270966
1/1/2014,218810
1/1/2013,158203
1/1/2012,138400
1/1/2011,114437
1/1/2010,86823
1/1/2009,51189
1/1/2008,20658
1/1/2007,7680
1/1/2006,1634
1/1/2005,358
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,270966
