Date,Annual generated
1/1/2015,53070601159717
1/1/2014,53070601159717
1/1/2013,53070601159717
1/1/2012,53070601159717
1/1/2011,53070601159717
1/1/2010,26136400643269
1/1/2009,171485
1/1/2008,51813
1/1/2007,51813
1/1/2006,51813
1/1/2005,51813
1/1/2004,51813
1/1/2003,51813
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,53070601159717
