Date,Annual generated
1/1/2015,148987
1/1/2014,146295
1/1/2013,123789
1/1/2012,106785
1/1/2011,96099
1/1/2010,60171
1/1/2009,14742
1/1/2008,10422
1/1/2007,5027
1/1/2006,4503
1/1/2005,4503
1/1/2004,4073
1/1/2003,2740
1/1/2002,1694
1/1/2001,1437
1/1/2000,316
total,148987
