Date,Annual generated
1/1/2015,871712825
1/1/2014,871712825
1/1/2013,146650140
1/1/2012,123556424
1/1/2011,28807647
1/1/2010,446673
1/1/2009,221639
1/1/2008,142456
1/1/2007,78139
1/1/2006,78139
1/1/2005,78139
1/1/2004,78139
1/1/2003,78139
1/1/2002,34459
1/1/2001,34459
1/1/2000,34459
total,871712825
