Date,Annual generated
1/1/2015,3414720
1/1/2014,3425029
1/1/2013,3472398
1/1/2012,2835326
1/1/2011,2849139
1/1/2010,2604173
1/1/2009,2363768
1/1/2008,3172710
1/1/2007,3893258
1/1/2006,4697296
1/1/2005,4770158
1/1/2004,117464
1/1/2003,206171
1/1/2002,206171
1/1/2001,206171
1/1/2000,206171
total,3414720
