Date,Annual generated
1/1/2015,46418017
1/1/2014,46418017
1/1/2013,46365619
1/1/2012,41927781
1/1/2011,41597057
1/1/2010,39900029
1/1/2009,39741805
1/1/2008,39724532
1/1/2007,39708257
1/1/2006,39669500
1/1/2005,39669500
1/1/2004,80463
1/1/2003,29483
1/1/2002,29483
1/1/2001,29483
1/1/2000,20727
total,46418017
