Date,Cost/size
1/1/2015,5033
1/1/2014,5513
1/1/2013,6098
1/1/2012,6917
1/1/2011,8594
1/1/2010,9029
1/1/2009,14545
1/1/2008,14545
1/1/2007,0
1/1/2006,0
1/1/2005,0
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,5033
