Date,Cost/size
1/1/2015,648076
1/1/2014,658840
1/1/2013,661803
1/1/2012,958749
1/1/2011,1409436
1/1/2010,2327205
1/1/2009,3945670
1/1/2008,5867906
1/1/2007,6606
1/1/2006,6501
1/1/2005,6488
1/1/2004,3284
1/1/2003,3284
1/1/2002,3284
1/1/2001,3284
1/1/2000,3284
total,646901
