Date,Cost/size
1/1/2015,7847
1/1/2014,7847
1/1/2013,8091
1/1/2012,8408
1/1/2011,8755
1/1/2010,10507
1/1/2009,11600
1/1/2008,11671
1/1/2007,11671
1/1/2006,11997
1/1/2005,11997
1/1/2004,11997
1/1/2003,13750
1/1/2002,13750
1/1/2001,13750
1/1/2000,12500
total,7847
