Date,Cost/size
1/1/2015,5478
1/1/2014,5509
1/1/2013,5954
1/1/2012,6354
1/1/2011,6465
1/1/2010,6566
1/1/2009,6581
1/1/2008,7552
1/1/2007,6959
1/1/2006,8893
1/1/2005,8893
1/1/2004,8893
1/1/2003,8893
1/1/2002,13333
1/1/2001,13333
1/1/2000,13333
total,5478
