Date,Cost/size
1/1/2015,8046
1/1/2014,8046
1/1/2013,8113
1/1/2012,8195
1/1/2011,8307
1/1/2010,9274
1/1/2009,9114
1/1/2008,8973
1/1/2007,8725
1/1/2006,8817
1/1/2005,8923
1/1/2004,7752
1/1/2003,5715
1/1/2002,5715
1/1/2001,5715
1/1/2000,5715
total,8046
