Date,Cost/size
1/1/2015,7018
1/1/2014,7028
1/1/2013,7081
1/1/2012,7234
1/1/2011,7603
1/1/2010,7815
1/1/2009,7900
1/1/2008,8071
1/1/2007,8253
1/1/2006,7560
1/1/2005,7575
1/1/2004,7904
1/1/2003,11192
1/1/2002,7500
1/1/2001,7500
1/1/2000,0
total,7012
