Date,Cost/size
1/1/2015,5433
1/1/2014,5975
1/1/2013,6814
1/1/2012,7420
1/1/2011,7687
1/1/2010,7151
1/1/2009,6175
1/1/2008,3400
1/1/2007,3400
1/1/2006,3400
1/1/2005,3400
1/1/2004,3400
1/1/2003,3400
1/1/2002,3400
1/1/2001,3400
1/1/2000,3400
total,5358
