Date,Cost/size
1/1/2015,6887
1/1/2014,6888
1/1/2013,7503
1/1/2012,7513
1/1/2011,7614
1/1/2010,8204
1/1/2009,8238
1/1/2008,8154
1/1/2007,8055
1/1/2006,8015
1/1/2005,8258
1/1/2004,8389
1/1/2003,8863
1/1/2002,8621
1/1/2001,0
1/1/2000,0
total,6887
