Date,Cost/size
1/1/2015,7813
1/1/2014,7813
1/1/2013,7813
1/1/2012,10791
1/1/2011,10791
1/1/2010,11666
1/1/2009,11666
1/1/2008,11666
1/1/2007,0
1/1/2006,0
1/1/2005,0
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,7813
