Date,Cost/size
1/1/2015,7652
1/1/2014,7652
1/1/2013,7652
1/1/2012,7775
1/1/2011,11405
1/1/2010,14742
1/1/2009,12500
1/1/2008,12500
1/1/2007,12500
1/1/2006,12500
1/1/2005,12500
1/1/2004,12500
1/1/2003,12500
1/1/2002,12500
1/1/2001,12500
1/1/2000,12500
total,7652
