Date,Cost/size
1/1/2015,7748
1/1/2014,7748
1/1/2013,7748
1/1/2012,7748
1/1/2011,7748
1/1/2010,7578
1/1/2009,8013
1/1/2008,10416
1/1/2007,10416
1/1/2006,10416
1/1/2005,10416
1/1/2004,10416
1/1/2003,10416
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,7748
