Date,Cost/size
1/1/2015,6946
1/1/2014,7008
1/1/2013,7298
1/1/2012,7650
1/1/2011,8083
1/1/2010,8629
1/1/2009,8840
1/1/2008,9164
1/1/2007,8602
1/1/2006,7907
1/1/2005,8065
1/1/2004,8584
1/1/2003,9145
1/1/2002,10150
1/1/2001,10650
1/1/2000,11040
total,6946
