Date,Cost/size
1/1/2015,6763
1/1/2014,6763
1/1/2013,6774
1/1/2012,8227
1/1/2011,8056
1/1/2010,8939
1/1/2009,33333
1/1/2008,33333
1/1/2007,33333
1/1/2006,33333
1/1/2005,33333
1/1/2004,33333
1/1/2003,33333
1/1/2002,33333
1/1/2001,33333
1/1/2000,33333
total,6763
