Date,Cost/size
1/1/2015,4095
1/1/2014,4097
1/1/2013,4450
1/1/2012,5974
1/1/2011,6516
1/1/2010,7893
1/1/2009,8275
1/1/2008,7396
1/1/2007,7183
1/1/2006,6800
1/1/2005,6800
1/1/2004,6800
1/1/2003,6800
1/1/2002,6800
1/1/2001,6800
1/1/2000,0
total,4095
