Date,Cost/size
1/1/2015,6939
1/1/2014,6939
1/1/2013,7007
1/1/2012,7071
1/1/2011,7887
1/1/2010,9124
1/1/2009,9531
1/1/2008,11165
1/1/2007,7850
1/1/2006,7258
1/1/2005,7258
1/1/2004,7258
1/1/2003,7258
1/1/2002,7258
1/1/2001,7258
1/1/2000,7258
total,6939
