Date,Cost/size
1/1/2015,7359
1/1/2014,7378
1/1/2013,7445
1/1/2012,7600
1/1/2011,7779
1/1/2010,7714
1/1/2009,8308
1/1/2008,8303
1/1/2007,8150
1/1/2006,7929
1/1/2005,7186
1/1/2004,7075
1/1/2003,6970
1/1/2002,6846
1/1/2001,6650
1/1/2000,5586
total,7359
