Date,Cost/size
1/1/2015,5613
1/1/2014,5625
1/1/2013,5699
1/1/2012,6591
1/1/2011,6758
1/1/2010,7793
1/1/2009,8425
1/1/2008,8654
1/1/2007,6639
1/1/2006,6639
1/1/2005,6639
1/1/2004,6639
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,5613
