Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=maxsize=30600&minsize=0&state=CT
6098,CT,9.0,71200.0,02/16/2011,
6260,CT,9.0,40734.0,12/22/2011,
6074,CT,9.0,38300.0,08/23/2012,
6422,CT,9.0,59700.0,08/24/2012,
6382,CT,9.0,36578.0,10-10-2012,
6088,CT,9.0,36360.0,12-6-2012,
6422,CT,9.0,31500.0,01/16/2013,
6422,CT,9.0,31500.0,01/28/2013,
6422,CT,9.0,31500.0,01/28/2013,
6489,CT,9.0,37000.0,01/29/2013,
6422,CT,9.0,31500.0,2-5-2013,
6422,CT,9.0,31500.0,03/13/2013,
6422,CT,9.0,31500.0,4-9-2013,
6422,CT,9.0,34650.0,05/22/2013,
6422,CT,9.0,38500.0,05/22/2013,
6779,CT,9.0,39760.0,6-5-2013,
6422,CT,9.0,31500.0,6-5-2013,
6037,CT,9.0,36850.0,06/17/2013,
6105,CT,9.0,35200.0,06/26/2013,
6422,CT,9.0,35350.0,06/28/2013,
6712,CT,9.0,39780.0,08/15/2013,
6422,CT,9.0,34650.0,08/27/2013,
6754,CT,9.0,45000.0,09/18/2013,
6754,CT,9.0,37763.6,01/29/2014,
6524,CT,9.0,81869.0,9-10-2008,
6473,CT,9.0,76300.0,01/26/2009,
6484,CT,9.0,78300.0,3-6-2009,
6370,CT,9.0,73529.5,04/23/2009,
6880,CT,9.0,82900.0,07/24/2009,
6482,CT,9.0,67850.0,10/15/2009,
6250,CT,9.0,71100.0,11-10-2009,
6067,CT,9.0,73100.0,01/25/2010,
6796,CT,9.0,90843.0,01/29/2010,
6460,CT,9.0,72600.0,3-12-2010,
6111,CT,9.0,72100.0,04/13/2010,
6477,CT,9.0,69900.0,07/27/2010,
6415,CT,9.0,62000.0,11-10-2010,
6798,CT,9.0,67500.0,12/23/2010,
6098,CT,9.0,71200.0,02/16/2011,
6260,CT,9.0,40734.0,12/22/2011,
6074,CT,9.0,38300.0,08/23/2012,
6422,CT,9.0,59700.0,08/24/2012,
6382,CT,9.0,36578.0,10-10-2012,
6088,CT,9.0,36360.0,12-6-2012,
6422,CT,9.0,31500.0,01/16/2013,
6422,CT,9.0,31500.0,01/28/2013,
6422,CT,9.0,31500.0,01/28/2013,
6489,CT,9.0,37000.0,01/29/2013,
6422,CT,9.0,31500.0,2-5-2013,
6422,CT,9.0,31500.0,03/13/2013,
6783,CT,9.01,31715.0,07/22/2014,
6250,CT,9.02,72760.0,12/23/2009,
6250,CT,9.02,72000.0,04/13/2010,
6249,CT,9.02,55220.22,9-9-2011,
6250,CT,9.02,72760.0,12/23/2009,
6250,CT,9.02,72000.0,04/13/2010,
6249,CT,9.02,55220.22,9-9-2011,
6278,CT,9.02,72760.0,12/23/2009,
6880,CT,9.03,70452.0,04/25/2008,
6029,CT,9.03,63458.0,11/21/2008,
6351,CT,9.03,75522.83,12-8-2009,
6039,CT,9.03,60952.0,3-12-2010,
6037,CT,9.03,0.0,11-3-2010,
6880,CT,9.03,70452.0,04/25/2008,
6029,CT,9.03,63458.0,11/21/2008,
6351,CT,9.03,75522.83,12-8-2009,
6039,CT,9.03,60952.0,3-12-2010,
6037,CT,9.03,0.0,11-3-2010,
6751,CT,9.065,43058.75,10-4-2011,
6066,CT,9.07,45778.25,5-1-2013,
6478,CT,9.07,42420.0,06/14/2013,
6825,CT,9.07,31931.24,7-11-2013,
6480,CT,9.07,32723.0,07/26/2013,
6824,CT,9.07,31916.58,9-10-2013,
6026,CT,9.07,45778.25,10-1-2013,
6890,CT,9.07,31931.24,10/22/2013,
6804,CT,9.07,42696.15,5-8-2014,
6095,CT,9.07,44418.5,05/15/2014,
6804,CT,9.07,42696.15,5-8-2014,
6095,CT,9.07,44418.5,05/15/2014,
6824,CT,9.07,72122.4,6-12-2009,
6751,CT,9.07,43058.75,10-4-2011,
6066,CT,9.07,45778.25,5-1-2013,
6478,CT,9.07,42420.0,06/14/2013,
6825,CT,9.07,31931.24,7-11-2013,
6480,CT,9.07,32723.0,07/26/2013,
6824,CT,9.07,31916.58,9-10-2013,
6026,CT,9.07,45778.25,10-1-2013,
6890,CT,9.07,31931.24,10/22/2013,
6824,CT,9.07,72122.4,6-12-2009,
6751,CT,9.07,43058.75,10-4-2011,
6825,CT,9.072,72122.4,6-12-2009,
6238,CT,9.08,34485.0,07/22/2014,
6447,CT,9.08,34031.0,8-1-2014,
6250,CT,9.1,35399.0,8-1-2014,
6359,CT,9.12,45372.0,03/25/2013,
6403,CT,9.12,45372.0,03/27/2013,
6037,CT,9.12,45372.0,5-1-2013,
6226,CT,9.12,31099.2,10-11-2013,
6105,CT,9.12,47880.0,10/31/2012,
6231,CT,9.12,38304.0,3-6-2013,
6514,CT,9.12,45372.0,3-11-2013,
6359,CT,9.12,45372.0,03/25/2013,
6403,CT,9.12,45372.0,03/27/2013,
6037,CT,9.12,45372.0,5-1-2013,
6226,CT,9.12,31099.2,10-11-2013,
6105,CT,9.12,47880.0,10/31/2012,
6231,CT,9.12,38304.0,3-6-2013,
6514,CT,9.12,45372.0,3-11-2013,
6880,CT,9.12,79800.0,6-7-2006,
6076,CT,9.16,43600.72,9-5-2014,
6422,CT,9.16,44406.0,4-9-2013,
6422,CT,9.16,41201.0,5-6-2013,
6850,CT,9.16,41202.0,6-9-2014,
6074,CT,9.16,53523.28,10-10-2012,
6422,CT,9.16,58500.0,01/28/2013,
6281,CT,9.16,104729.1,2-5-2013,
6408,CT,9.16,44589.72,3-5-2013,
6422,CT,9.16,44406.0,4-9-2013,
6422,CT,9.16,41201.0,5-6-2013,
6074,CT,9.16,53523.28,10-10-2012,
6422,CT,9.16,58500.0,01/28/2013,
6281,CT,9.16,104729.1,2-5-2013,
6408,CT,9.16,44589.72,3-5-2013,
6415,CT,9.165,48116.0,12/13/2011,
6415,CT,9.17,48116.0,12/13/2011,
6415,CT,9.17,48116.0,12/13/2011,
6484,CT,9.18,37822.0,9-12-2014,
6029,CT,9.18,40300.0,06/26/2013,
6798,CT,9.18,35801.0,09/27/2013,
6770,CT,9.18,32089.0,04/29/2014,
6770,CT,9.18,32089.0,04/29/2014,
6029,CT,9.18,40300.0,06/26/2013,
6798,CT,9.18,35801.0,09/27/2013,
6518,CT,9.2,80000.0,12-4-2008,
6040,CT,9.2,74980.0,12-4-2008,
6716,CT,9.2,77150.0,4-2-2009,
6705,CT,9.2,71300.0,5-8-2009,
6824,CT,9.2,70680.0,6-1-2009,
6460,CT,9.2,69200.0,09/15/2009,
6804,CT,9.2,73680.0,10/15/2009,
6084,CT,9.2,74219.0,2-11-2010,
6351,CT,9.2,76440.0,2-11-2010,
6470,CT,9.2,75856.0,3-12-2010,
6612,CT,9.2,67500.0,5-3-2010,
6354,CT,9.2,70380.0,06/30/2010,
6405,CT,9.2,60700.0,9-10-2010,
6277,CT,9.2,63112.0,2-1-2011,
6234,CT,9.2,72493.34,7-1-2011,
6478,CT,9.2,57040.0,07/22/2011,
6410,CT,9.2,59722.0,09/19/2011,
6069,CT,9.2,24564.0,11-4-2011,
6477,CT,9.2,38640.0,11-8-2012,
6518,CT,9.2,80000.0,12-4-2008,
6040,CT,9.2,74980.0,12-4-2008,
6716,CT,9.2,77150.0,4-2-2009,
6705,CT,9.2,71300.0,5-8-2009,
6824,CT,9.2,70680.0,6-1-2009,
6460,CT,9.2,69200.0,09/15/2009,
6804,CT,9.2,73680.0,10/15/2009,
6084,CT,9.2,74219.0,2-11-2010,
6351,CT,9.2,76440.0,2-11-2010,
6470,CT,9.2,75856.0,3-12-2010,
6612,CT,9.2,67500.0,5-3-2010,
6354,CT,9.2,70380.0,06/30/2010,
6405,CT,9.2,60700.0,9-10-2010,
6277,CT,9.2,63112.0,2-1-2011,
6234,CT,9.2,72493.34,7-1-2011,
6478,CT,9.2,57040.0,07/22/2011,
6410,CT,9.2,59722.0,09/19/2011,
6069,CT,9.2,24564.0,11-4-2011,
6477,CT,9.2,38640.0,11-8-2012,
6795,CT,9.225,80564.97,10/31/2007,
6795,CT,9.23,80564.97,10/31/2007,
6795,CT,9.23,80564.97,10/31/2007,
6854,CT,9.24,42984.0,4-10-2013,
6096,CT,9.24,45969.0,06/27/2013,
6791,CT,9.24,71769.56,12/26/2007,
6333,CT,9.24,65530.94,01/25/2010,
6351,CT,9.24,71014.95,2-11-2010,
6461,CT,9.24,70686.0,6-8-2010,
6514,CT,9.24,62946.0,12/23/2010,
6880,CT,9.24,58800.0,09/19/2011,
6854,CT,9.24,42984.0,4-10-2013,
6096,CT,9.24,45969.0,06/27/2013,
6791,CT,9.24,71769.56,12/26/2007,
6333,CT,9.24,65530.94,01/25/2010,
6351,CT,9.24,71014.95,2-11-2010,
6461,CT,9.24,70686.0,6-8-2010,
6514,CT,9.24,62946.0,12/23/2010,
6880,CT,9.24,58800.0,09/19/2011,
6451,CT,9.25,32943.73,06/20/2014,
6379,CT,9.25,33000.0,07/15/2014,
6824,CT,9.25,37850.0,04/22/2013,
6825,CT,9.25,39313.0,05/13/2013,
6378,CT,9.25,46250.0,08/15/2013,
6032,CT,9.25,37849.5,09/24/2013,
6451,CT,9.25,32943.73,06/20/2014,
6470,CT,9.25,28600.0,04/15/2014,
6611,CT,9.25,35688.0,04/29/2014,
6370,CT,9.25,54020.0,07/15/2011,
6095,CT,9.25,50875.0,10-4-2011,
6450,CT,9.25,53187.0,12/13/2011,
6853,CT,9.25,50655.0,10-10-2012,
6461,CT,9.25,38110.0,02/20/2013,
6422,CT,9.25,32375.0,3-12-2013,
6824,CT,9.25,37850.0,04/22/2013,
6825,CT,9.25,39313.0,05/13/2013,
6378,CT,9.25,46250.0,08/15/2013,
6032,CT,9.25,37849.5,09/24/2013,
6370,CT,9.25,54020.0,07/15/2011,
6095,CT,9.25,50875.0,10-4-2011,
6450,CT,9.25,53187.0,12/13/2011,
6853,CT,9.25,50655.0,10-10-2012,
6461,CT,9.25,38110.0,02/20/2013,
6422,CT,9.25,32375.0,3-12-2013,
6074,CT,9.28,36934.0,9-5-2014,
6480,CT,9.31,33609.0,04/18/2013,
6825,CT,9.31,33035.93,06/28/2013,
6331,CT,9.31,47015.5,12-4-2013,
6057,CT,9.31,39780.0,2-5-2014,
6795,CT,9.31,45619.0,04/16/2014,
6010,CT,9.31,45619.0,4-8-2014,
6795,CT,9.31,45619.0,04/16/2014,
6810,CT,9.31,41071.0,07/25/2012,
6480,CT,9.31,33609.0,04/18/2013,
6825,CT,9.31,33035.93,06/28/2013,
6331,CT,9.31,47015.5,12-4-2013,
6074,CT,9.31,45619.0,2-4-2014,
6057,CT,9.31,39780.0,2-5-2014,
6810,CT,9.31,41071.0,07/25/2012,
6776,CT,9.36,32000.0,06/24/2014,
6612,CT,9.36,34632.0,9-5-2014,
6277,CT,9.36,46566.0,4-2-2013,
6264,CT,9.36,46566.0,4-8-2013,
6489,CT,9.36,40716.0,4-10-2013,
6902,CT,9.36,46566.0,5-1-2013,
6790,CT,9.36,46566.0,05/24/2013,
6019,CT,9.36,32922.0,06/26/2013,
6612,CT,9.36,19468.8,07/18/2013,
6470,CT,9.36,50706.0,08/14/2013,
6511,CT,9.36,35417.0,11-4-2013,
6851,CT,9.36,46566.0,1-9-2014,
6776,CT,9.36,35350.0,05/14/2014,
6776,CT,9.36,32000.0,06/24/2014,
6776,CT,9.36,35350.0,05/14/2014,
6419,CT,9.36,77255.0,09/30/2008,
6416,CT,9.36,66449.0,04/23/2009,
6801,CT,9.36,78578.0,04/30/2009,
6073,CT,9.36,76284.0,06/30/2010,
6071,CT,9.36,44012.68,01/14/2011,
6039,CT,9.36,46566.0,12-6-2012,
6478,CT,9.36,46566.0,3-6-2013,
6812,CT,9.36,46566.0,3-6-2013,
6401,CT,9.36,46566.0,3-11-2013,
6277,CT,9.36,46566.0,4-2-2013,
6264,CT,9.36,46566.0,4-8-2013,
6489,CT,9.36,40716.0,4-10-2013,
6902,CT,9.36,46566.0,5-1-2013,
6790,CT,9.36,46566.0,05/24/2013,
6019,CT,9.36,32922.0,06/26/2013,
6612,CT,9.36,19468.8,07/18/2013,
6470,CT,9.36,50706.0,08/14/2013,
6511,CT,9.36,35417.0,11-4-2013,
6851,CT,9.36,46566.0,1-9-2014,
6419,CT,9.36,77255.0,09/30/2008,
6416,CT,9.36,66449.0,04/23/2009,
6801,CT,9.36,78578.0,04/30/2009,
6073,CT,9.36,76284.0,06/30/2010,
6071,CT,9.36,44012.68,01/14/2011,
6039,CT,9.36,46566.0,12-6-2012,
6478,CT,9.36,46566.0,3-6-2013,
6812,CT,9.36,46566.0,3-6-2013,
6401,CT,9.36,46566.0,3-11-2013,
6478,CT,9.36,,9-7-2012,
6359,CT,9.43,72945.26,2-9-2009,
6359,CT,9.43,72945.26,2-9-2009,
6419,CT,9.435,39709.24,11/28/2011,
6001,CT,9.44,47200.0,04/18/2013,
6419,CT,9.44,39709.24,11/28/2011,
6001,CT,9.44,47200.0,04/18/2013,
6419,CT,9.44,39709.24,11/28/2011,
6001,CT,9.45,91000.0,11-1-2005,
6255,CT,9.45,69856.29,11-7-2007,
6824,CT,9.45,77794.0,08/15/2008,
6422,CT,9.45,75600.0,09/30/2008,
6612,CT,9.45,74693.0,12/31/2008,
6084,CT,9.45,71890.0,08/25/2009,
6385,CT,9.45,72859.5,08/25/2009,
6018,CT,9.45,69930.0,09/15/2009,
6840,CT,9.45,99196.0,09/25/2009,
6248,CT,9.45,68800.0,12-2-2009,
6415,CT,9.45,70400.0,12-2-2009,
6339,CT,9.45,58456.6,04/13/2010,
6701,CT,9.45,56781.36,07/14/2010,
6351,CT,9.45,48391.0,03/25/2011,
6424,CT,9.45,0.0,11-10-2011,
6001,CT,9.45,91000.0,11-1-2005,
6255,CT,9.45,69856.29,11-7-2007,
6824,CT,9.45,77794.0,08/15/2008,
6422,CT,9.45,75600.0,09/30/2008,
6612,CT,9.45,74693.0,12/31/2008,
6084,CT,9.45,71890.0,08/25/2009,
6385,CT,9.45,72859.5,08/25/2009,
6018,CT,9.45,69930.0,09/15/2009,
6840,CT,9.45,99196.0,09/25/2009,
6248,CT,9.45,68800.0,12-2-2009,
6415,CT,9.45,70400.0,12-2-2009,
6339,CT,9.45,58456.6,04/13/2010,
6701,CT,9.45,56781.36,07/14/2010,
6351,CT,9.45,48391.0,03/25/2011,
6424,CT,9.45,0.0,11-10-2011,
6708,CT,9.45,56781.36,07/14/2010,
6035,CT,9.46,71391.0,3-9-2009,
6441,CT,9.46,44281.13,02/16/2011,
6035,CT,9.46,71391.0,3-9-2009,
6441,CT,9.46,44281.13,02/16/2011,
6412,CT,9.48,44095.0,04/15/2014,
6412,CT,9.48,44095.0,04/15/2014,
6614,CT,9.48,42199.35,02/19/2014,
6782,CT,9.5,30350.0,08/19/2014,
6410,CT,9.5,32725.0,9-5-2014,
6040,CT,9.5,32715.0,09/17/2014,
6612,CT,9.5,47025.0,03/22/2013,
6704,CT,9.5,39570.0,09/20/2013,
6422,CT,9.5,33250.0,09/25/2013,
6489,CT,9.5,38000.46,09/26/2013,
6419,CT,9.5,37050.0,11-4-2013,
6107,CT,9.5,38000.66,05/30/2014,
6107,CT,9.5,38000.66,05/30/2014,
6754,CT,9.5,59214.0,1-6-2012,
6001,CT,9.5,44650.0,05/18/2012,
6484,CT,9.5,39140.0,7-9-2012,
6082,CT,9.5,42275.0,8-9-2012,
6759,CT,9.5,36825.0,9-7-2012,
6422,CT,9.5,52250.0,01/16/2013,
6612,CT,9.5,47025.0,03/22/2013,
6704,CT,9.5,39570.0,09/20/2013,
6422,CT,9.5,33250.0,09/25/2013,
6489,CT,9.5,38000.46,09/26/2013,
6419,CT,9.5,37050.0,11-4-2013,
6111,CT,9.5,38250.0,12/18/2013,
6611,CT,9.5,36005.0,03/18/2014,
6754,CT,9.5,59214.0,1-6-2012,
6001,CT,9.5,44650.0,05/18/2012,
6484,CT,9.5,39140.0,7-9-2012,
6082,CT,9.5,42275.0,8-9-2012,
6759,CT,9.5,36825.0,9-7-2012,
6422,CT,9.5,52250.0,01/16/2013,
6783,CT,9.54,33580.0,07/22/2014,
6787,CT,9.56,48252.75,06/14/2013,
6359,CT,9.56,48252.75,7-9-2013,
6890,CT,9.56,34613.0,8-12-2013,
6824,CT,9.56,34670.74,9-3-2013,
6473,CT,9.56,48252.75,12-4-2013,
6033,CT,9.56,37050.0,12/18/2013,
6489,CT,9.56,45004.05,04/17/2014,
6489,CT,9.56,45004.05,04/17/2014,
6042,CT,9.56,46819.5,04/22/2014,
6371,CT,9.56,61360.0,2-1-2013,
6787,CT,9.56,48252.75,06/14/2013,
6359,CT,9.56,48252.75,7-9-2013,
6890,CT,9.56,34613.0,8-12-2013,
6824,CT,9.56,34670.74,9-3-2013,
6043,CT,9.56,45004.05,11/19/2013,
6068,CT,9.56,46819.5,12-2-2013,
6473,CT,9.56,48252.75,12-4-2013,
6033,CT,9.56,37050.0,12/18/2013,
6371,CT,9.56,61360.0,2-1-2013,
6612,CT,9.6,47760.0,03/19/2013,
6010,CT,9.6,47760.0,4-2-2013,
6851,CT,9.6,48480.0,5-2-2013,
6484,CT,9.6,47760.0,8-6-2013,
6883,CT,9.6,47760.0,4-11-2014,
6470,CT,9.6,47760.0,04/28/2014,
6883,CT,9.6,47760.0,4-11-2014,
6470,CT,9.6,47760.0,04/28/2014,
6021,CT,9.6,65280.0,06/30/2010,
6277,CT,9.6,65407.75,9-10-2010,
6384,CT,9.6,52521.16,6-1-2011,
6477,CT,9.6,46997.7,6-1-2011,
6850,CT,9.6,54135.0,04/13/2012,
6410,CT,9.6,47760.0,10/25/2012,
6019,CT,9.6,47760.0,2-4-2013,
6277,CT,9.6,47760.0,02/25/2013,
6612,CT,9.6,47760.0,03/19/2013,
6010,CT,9.6,47760.0,4-2-2013,
6851,CT,9.6,48480.0,5-2-2013,
6484,CT,9.6,47760.0,8-6-2013,
6021,CT,9.6,65280.0,06/30/2010,
6277,CT,9.6,65407.75,9-10-2010,
6384,CT,9.6,52521.16,6-1-2011,
6477,CT,9.6,46997.7,6-1-2011,
6850,CT,9.6,54135.0,04/13/2012,
6410,CT,9.6,47760.0,10/25/2012,
6019,CT,9.6,47760.0,2-4-2013,
6277,CT,9.6,47760.0,02/25/2013,
6854,CT,9.6,54135.0,04/13/2012,
6410,CT,9.6,,9-7-2012,
6281,CT,9.6,65407.75,9-10-2010,
6098,CT,9.6,65280.0,06/30/2010,
6877,CT,9.62,45310.2,7-11-2014,
6897,CT,9.62,40299.0,11/25/2013,
6824,CT,9.62,32838.0,05/27/2014,
6824,CT,9.62,32838.0,05/27/2014,
6897,CT,9.62,40299.0,11/25/2013,
6812,CT,9.63,34650.0,09/17/2014,
6268,CT,9.66,74819.0,03/13/2009,
6470,CT,9.66,62389.0,05/15/2009,
6812,CT,9.66,78314.0,07/20/2009,
6901,CT,9.66,72651.0,12/23/2009,
6424,CT,9.66,76121.69,12/23/2009,
6384,CT,9.66,75831.0,12/23/2009,
6810,CT,9.66,62307.0,12/23/2009,
6379,CT,9.66,70243.52,01/25/2010,
6415,CT,9.66,67620.0,01/29/2010,
6379,CT,9.66,72379.38,04/13/2010,
6498,CT,9.66,63500.0,08/16/2010,
6759,CT,9.66,64303.0,11-10-2010,
6415,CT,9.66,63756.98,02/16/2011,
6117,CT,9.66,65555.0,03/28/2011,
6824,CT,9.66,50715.0,08/16/2012,
6840,CT,9.66,58902.2,08/24/2012,
6268,CT,9.66,74819.0,03/13/2009,
6470,CT,9.66,62389.0,05/15/2009,
6812,CT,9.66,78314.0,07/20/2009,
6901,CT,9.66,72651.0,12/23/2009,
6424,CT,9.66,76121.69,12/23/2009,
6384,CT,9.66,75831.0,12/23/2009,
6810,CT,9.66,62307.0,12/23/2009,
6379,CT,9.66,70243.52,01/25/2010,
6415,CT,9.66,67620.0,01/29/2010,
6379,CT,9.66,72379.38,04/13/2010,
6498,CT,9.66,63500.0,08/16/2010,
6759,CT,9.66,64303.0,11-10-2010,
6415,CT,9.66,63756.98,02/16/2011,
6117,CT,9.66,65555.0,03/28/2011,
6824,CT,9.66,50715.0,08/16/2012,
6840,CT,9.66,58902.2,08/24/2012,
6811,CT,9.66,62307.0,12/23/2009,
6905,CT,9.66,72651.0,12/23/2009,
6359,CT,9.675,75613.31,10/23/2008,
6896,CT,9.675,54235.0,02/16/2011,
6040,CT,9.675,49933.0,02/28/2011,
6260,CT,9.68,48158.0,8-5-2013,
6359,CT,9.68,75613.31,10/23/2008,
6896,CT,9.68,54235.0,02/16/2011,
6040,CT,9.68,49933.0,02/28/2011,
6471,CT,9.68,56180.85,07/22/2011,
6260,CT,9.68,48158.0,8-5-2013,
6359,CT,9.68,75613.31,10/23/2008,
6896,CT,9.68,54235.0,02/16/2011,
6040,CT,9.68,49933.0,02/28/2011,
6471,CT,9.68,56180.85,07/22/2011,
6437,CT,9.69,61400.26,05/27/2011,
6437,CT,9.69,61400.26,05/27/2011,
6013,CT,9.72,37830.0,6-10-2014,
6013,CT,9.72,38000.0,7-9-2014,
6084,CT,9.72,32076.0,8-1-2014,
6382,CT,9.72,39561.0,2-5-2014,
6489,CT,9.72,38908.0,03/18/2014,
6043,CT,9.72,41310.0,04/15/2014,
6013,CT,9.72,37830.0,6-10-2014,
6043,CT,9.72,41310.0,04/15/2014,
6753,CT,9.72,60101.0,11/30/2010,
6457,CT,9.72,52400.0,05/16/2011,
6382,CT,9.72,39561.0,2-5-2014,
6489,CT,9.72,38908.0,03/18/2014,
6753,CT,9.72,60101.0,11/30/2010,
6457,CT,9.72,52400.0,05/16/2011,
6796,CT,9.72,60101.0,11/30/2010,
6412,CT,9.75,34125.0,07/16/2014,
6460,CT,9.75,39843.5,8-1-2014,
6370,CT,9.75,39363.0,8-12-2014,
6482,CT,9.75,31200.0,08/19/2014,
6235,CT,9.75,34905.0,9-5-2014,
6516,CT,9.75,38566.0,03/20/2013,
6824,CT,9.75,35338.0,7-10-2013,
6422,CT,9.75,34125.0,7-12-2013,
6422,CT,9.75,34125.0,08/27/2013,
6443,CT,9.75,50799.5,6-10-2014,
6750,CT,9.75,78486.0,10/15/2008,
6422,CT,9.75,34125.0,12/17/2012,
6516,CT,9.75,38566.0,03/20/2013,
6824,CT,9.75,35338.0,7-10-2013,
6422,CT,9.75,34125.0,7-12-2013,
6422,CT,9.75,34125.0,08/27/2013,
6750,CT,9.75,78486.0,10/15/2008,
6422,CT,9.75,34125.0,12/17/2012,
6759,CT,9.75,78486.0,10/15/2008,
6232,CT,9.76,36507.47,9-11-2012,
6232,CT,9.76,36507.47,9-11-2012,
6811,CT,9.8,48020.0,06/19/2014,
6353,CT,9.8,46158.0,06/24/2014,
6811,CT,9.8,48020.0,7-11-2014,
6489,CT,9.8,38000.0,03/28/2013,
6057,CT,9.8,48755.0,4-8-2013,
6480,CT,9.8,45570.0,06/17/2013,
6480,CT,9.8,35377.0,06/17/2013,
6851,CT,9.8,40670.0,8-8-2013,
6804,CT,9.8,49490.0,10-1-2013,
6029,CT,9.8,49490.0,10/18/2013,
6001,CT,9.8,49490.0,10/18/2013,
6480,CT,9.8,37828.0,10/22/2013,
6073,CT,9.8,49490.0,11/25/2013,
6776,CT,9.8,33000.0,2-5-2014,
6712,CT,9.8,48020.0,03/18/2014,
6033,CT,9.8,38115.0,4-1-2014,
6811,CT,9.8,48020.0,06/19/2014,
6353,CT,9.8,46158.0,06/24/2014,
6033,CT,9.8,38115.0,4-1-2014,
6475,CT,9.8,65800.0,10/22/2012,
6480,CT,9.8,41757.0,3-11-2013,
6489,CT,9.8,38000.0,03/28/2013,
6057,CT,9.8,48755.0,4-8-2013,
6480,CT,9.8,45570.0,06/17/2013,
6480,CT,9.8,35377.0,06/17/2013,
6851,CT,9.8,40670.0,8-8-2013,
6804,CT,9.8,49490.0,10-1-2013,
6029,CT,9.8,49490.0,10/18/2013,
6001,CT,9.8,49490.0,10/18/2013,
6480,CT,9.8,37828.0,10/22/2013,
6073,CT,9.8,49490.0,11/25/2013,
6043,CT,9.8,39770.0,12/18/2013,
6437,CT,9.8,48020.0,1-2-2014,
6776,CT,9.8,33000.0,2-5-2014,
6109,CT,9.8,48020.0,3-3-2014,
6370,CT,9.8,48020.0,3-10-2014,
6811,CT,9.8,48020.0,03/18/2014,
6712,CT,9.8,48020.0,03/18/2014,
6278,CT,9.8,48020.0,03/31/2014,
6475,CT,9.8,65800.0,10/22/2012,
6480,CT,9.8,41757.0,3-11-2013,
6413,CT,9.81,43164.0,6-10-2014,
6442,CT,9.81,48552.45,03/21/2013,
6268,CT,9.81,47066.0,4-9-2013,
6524,CT,9.81,55414.0,9-10-2013,
6524,CT,9.81,42673.5,09/27/2013,
6019,CT,9.81,42673.5,12-6-2013,
6109,CT,9.81,46107.0,2-6-2014,
6019,CT,9.81,42673.5,02/19/2014,
6355,CT,9.81,48560.0,04/15/2014,
6238,CT,9.81,44145.0,6-10-2014,
6413,CT,9.81,43164.0,6-10-2014,
6355,CT,9.81,48560.0,04/15/2014,
6013,CT,9.81,30212.0,05/28/2014,
6238,CT,9.81,44145.0,6-10-2014,
6010,CT,9.81,40437.0,6-10-2014,
6057,CT,9.81,63600.0,11-9-2009,
6488,CT,9.81,52097.0,08/24/2012,
6070,CT,9.81,45000.3,10/26/2012,
6013,CT,9.81,51771.2,12/17/2012,
6422,CT,9.81,47579.0,01/16/2013,
6442,CT,9.81,48552.45,03/21/2013,
6268,CT,9.81,47066.0,4-9-2013,
6422,CT,9.81,47571.0,6-6-2013,
6524,CT,9.81,55414.0,9-10-2013,
6524,CT,9.81,42673.5,09/27/2013,
6019,CT,9.81,42673.5,12-6-2013,
6524,CT,9.81,45616.5,2-5-2014,
6109,CT,9.81,46107.0,2-6-2014,
6019,CT,9.81,42673.5,02/19/2014,
6057,CT,9.81,63600.0,11-9-2009,
6488,CT,9.81,52097.0,08/24/2012,
6070,CT,9.81,45000.3,10/26/2012,
6013,CT,9.81,51771.2,12/17/2012,
6422,CT,9.81,47579.0,01/16/2013,
6351,CT,9.84,48954.0,03/25/2013,
6241,CT,9.84,48954.0,4-2-2013,
6484,CT,9.84,49692.0,7-3-2013,
6419,CT,9.84,48954.0,01/14/2014,
6281,CT,9.84,78409.14,11-6-2007,
6281,CT,9.84,83693.28,02/29/2008,
6039,CT,9.84,82503.71,7-11-2008,
6880,CT,9.84,82499.0,12/31/2008,
6018,CT,9.84,65920.0,06/30/2010,
6469,CT,9.84,66000.0,02/24/2011,
6438,CT,9.84,60016.0,03/28/2011,
6074,CT,9.84,49785.0,04/14/2011,
6759,CT,9.84,73800.0,6-1-2011,
6016,CT,9.84,51266.0,3-6-2013,
6351,CT,9.84,48954.0,03/25/2013,
6241,CT,9.84,48954.0,4-2-2013,
6484,CT,9.84,49692.0,7-3-2013,
6419,CT,9.84,48954.0,01/14/2014,
6281,CT,9.84,78409.14,11-6-2007,
6281,CT,9.84,83693.28,02/29/2008,
6039,CT,9.84,82503.71,7-11-2008,
6880,CT,9.84,82499.0,12/31/2008,
6018,CT,9.84,65920.0,06/30/2010,
6469,CT,9.84,66000.0,02/24/2011,
6438,CT,9.84,60016.0,03/28/2011,
6074,CT,9.84,49785.0,04/14/2011,
6759,CT,9.84,73800.0,6-1-2011,
6016,CT,9.84,51266.0,3-6-2013,
6090,CT,9.84,,10-3-2012,
6419,CT,9.84,,9-11-2012,
6777,CT,9.86,34707.0,9-5-2014,
6024,CT,9.87,34644.0,04/15/2014,
6024,CT,9.87,34644.0,04/15/2014,
6029,CT,9.87,68844.45,10-12-2010,
6117,CT,9.87,56028.0,04/14/2011,
6040,CT,9.87,0.0,12/29/2011,
6880,CT,9.87,58353.0,2-3-2012,
6424,CT,9.87,63336.0,03/30/2012,
6029,CT,9.87,68844.45,10-12-2010,
6117,CT,9.87,56028.0,04/14/2011,
