Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=maxsize=30600&minsize=0&state=CT
6824,CT,0.49,6036.0,07/22/2014,
6483,CT,0.7,7522.5,5-6-2011,
6483,CT,0.7,7522.5,5-6-2011,
6422,CT,0.84,6408.0,12-12-2008,
6422,CT,0.84,6408.0,12-12-2008,
6497,CT,0.86,6849.9,05/16/2008,
6401,CT,0.94,7437.5,03/23/2012,
6401,CT,0.94,7437.5,03/23/2012,
6256,CT,0.99,10676.3,12/31/2008,
6256,CT,0.99,10676.3,12/31/2008,
6238,CT,1.0,22791.45,12/17/2010,
6247,CT,1.0,24816.0,09/30/2012,
6238,CT,1.0,22791.45,12/17/2010,
6247,CT,1.0,24816.0,09/30/2012,
6902,CT,1.02,10001.0,08/30/2006,
6902,CT,1.02,10001.0,08/30/2006,
6043,CT,1.08,17897.0,02/17/2011,
6043,CT,1.08,17897.0,02/17/2011,
6855,CT,1.11,7770.0,04/28/2011,
6855,CT,1.11,7770.0,04/28/2011,
6457,CT,1.14,9516.0,08/25/2005,
6457,CT,1.14,9516.0,08/25/2005,
6489,CT,1.2,3550.0,03/13/2013,
6489,CT,1.2,3550.0,03/13/2013,
6777,CT,1.22,8600.0,1-6-2012,
6777,CT,1.22,8600.0,1-6-2012,
6777,CT,1.224,8600.0,1-6-2012,
6778,CT,1.23,10245.9,09/27/2012,
6778,CT,1.23,10245.9,09/27/2012,
6120,CT,1.25,15942.0,7-8-2005,
6120,CT,1.25,15942.0,7-8-2005,
6525,CT,1.33,28180.0,9-9-2010,
6525,CT,1.33,28180.0,9-9-2010,
6226,CT,1.38,7341.0,6-10-2014,
6010,CT,1.38,0.0,7-8-2011,
6010,CT,1.38,0.0,7-8-2011,
6424,CT,1.41,9998.0,2-6-2014,
6424,CT,1.41,9998.0,2-6-2014,
6279,CT,1.44,10410.0,03/21/2013,
6268,CT,1.44,14380.0,12/31/2008,
6066,CT,1.44,14400.0,4-2-2009,
6279,CT,1.44,10410.0,03/21/2013,
6268,CT,1.44,14380.0,12/31/2008,
6066,CT,1.44,14400.0,4-2-2009,
6471,CT,1.52,12159.97,08/29/2005,
6471,CT,1.52,12159.97,08/29/2005,
6066,CT,1.56,10904.4,07/22/2014,
6239,CT,1.56,8100.0,2-6-2014,
6239,CT,1.56,8100.0,2-6-2014,
6105,CT,1.62,5961.6,8-1-2014,
6339,CT,16.275,17960.35,01/13/2009,
6339,CT,1.63,17960.35,01/13/2009,
6339,CT,1.63,17960.35,01/13/2009,
6457,CT,1.64,15129.0,5-12-2008,
6457,CT,1.64,15129.0,5-12-2008,
6117,CT,1.65,25000.0,05/21/2007,
6117,CT,1.65,25000.0,05/21/2007,
6615,CT,1.665,11238.75,12/16/2011,
6615,CT,1.67,11238.75,12/16/2011,
6615,CT,1.67,11238.75,12/16/2011,
6042,CT,1.68,8484.0,11/14/2013,
6511,CT,1.68,10920.0,04/29/2014,
6511,CT,1.68,10920.0,04/29/2014,
6457,CT,1.68,15118.0,2-9-2009,
6423,CT,1.68,16800.0,8-4-2010,
6751,CT,1.68,9150.0,9-7-2012,
6042,CT,1.68,8484.0,11/14/2013,
6457,CT,1.68,15118.0,2-9-2009,
6423,CT,1.68,16800.0,8-4-2010,
6751,CT,1.68,9150.0,9-7-2012,
6457,CT,1.71,14329.0,09/27/2005,
6457,CT,1.71,14329.0,09/27/2005,
6450,CT,1.72,16260.69,03/21/2007,
6405,CT,1.72,13617.0,06/13/2008,
6340,CT,1.72,10043.0,8-9-2012,
6450,CT,1.72,16260.69,03/21/2007,
6405,CT,1.72,13617.0,06/13/2008,
6340,CT,1.72,10043.0,8-9-2012,
6084,CT,1.725,13462.03,01/17/2007,
6084,CT,1.73,13462.03,01/17/2007,
6084,CT,1.73,13462.03,01/17/2007,
6040,CT,1.75,8272.5,07/22/2014,
6880,CT,1.75,11200.0,6-1-2011,
6880,CT,1.75,11200.0,6-1-2011,
6498,CT,1.79,13082.0,08/21/2009,
6498,CT,1.79,13082.0,08/21/2009,
6498,CT,1.792,13082.0,08/21/2009,
6040,CT,1.8,14850.0,08/25/2009,
6516,CT,1.8,14400.0,01/13/2011,
6040,CT,1.8,14850.0,08/25/2009,
6516,CT,1.8,14400.0,01/13/2011,
6260,CT,1.82,16346.94,02/20/2007,
6260,CT,1.82,16346.94,02/20/2007,
6851,CT,1.84,14000.0,09/30/2011,
6851,CT,1.84,14000.0,09/30/2011,
6854,CT,1.84,14000.0,09/30/2011,
6069,CT,1.85,10637.5,06/15/2012,
6069,CT,1.85,10637.5,06/15/2012,
6880,CT,1.9,20924.17,11/20/2012,
6880,CT,1.9,20924.17,11/20/2012,
6066,CT,1.92,13632.0,05/18/2012,
6066,CT,1.92,13632.0,05/18/2012,
6247,CT,1.96,23696.39,04/24/2013,
6416,CT,1.96,9898.0,05/29/2014,
6416,CT,1.96,9898.0,05/29/2014,
6247,CT,1.96,23696.39,04/24/2013,
6107,CT,2.0,7360.0,7-9-2014,
6457,CT,2.0,21005.0,4-12-2006,
6825,CT,2.0,30420.0,10-6-2006,
6515,CT,2.0,25676.0,05/16/2007,
6409,CT,2.0,20656.0,4-8-2008,
6524,CT,2.0,31933.0,9-10-2008,
6610,CT,2.0,18307.0,02/23/2010,
6095,CT,2.0,14249.0,02/17/2011,
6256,CT,2.0,8400.0,8-9-2012,
6786,CT,2.0,8000.0,10/22/2012,
6457,CT,2.0,21005.0,4-12-2006,
6825,CT,2.0,30420.0,10-6-2006,
6515,CT,2.0,25676.0,05/16/2007,
6409,CT,2.0,20656.0,4-8-2008,
6524,CT,2.0,31933.0,9-10-2008,
6610,CT,2.0,18307.0,02/23/2010,
6095,CT,2.0,14249.0,02/17/2011,
6256,CT,2.0,8400.0,8-9-2012,
6786,CT,2.0,8000.0,10/22/2012,
6378,CT,2.04,27965.0,12/27/2007,
6068,CT,2.04,16766.0,12-1-2010,
6378,CT,2.04,27965.0,12/27/2007,
6068,CT,2.04,16766.0,12-1-2010,
6031,CT,2.04,16766.0,12-1-2010,
6758,CT,2.05,15467.25,06/19/2008,
6511,CT,2.05,18963.2,10/23/2008,
6501,CT,2.05,18963.2,12-12-2008,
6758,CT,2.05,15467.25,06/19/2008,
6511,CT,2.05,18963.2,10/23/2008,
6501,CT,2.05,18963.2,12-12-2008,
6511,CT,2.05,18963.2,12-12-2008,
6763,CT,2.05,15467.25,06/19/2008,
6515,CT,2.07,17577.5,3-12-2010,
6515,CT,2.07,17474.0,6-1-2011,
6515,CT,2.07,17577.5,3-12-2010,
6082,CT,2.08,10348.0,4-1-2014,
6511,CT,2.08,9796.8,04/23/2014,
6082,CT,2.08,10348.0,4-1-2014,
6511,CT,2.08,9796.8,04/23/2014,
6426,CT,2.1,28369.75,05/22/2006,
6457,CT,2.1,18489.0,10/31/2007,
6501,CT,2.1,18585.0,09/30/2008,
6460,CT,2.1,17850.0,10/31/2008,
6457,CT,2.1,15225.0,3-12-2010,
6019,CT,2.1,21331.0,05/21/2010,
6751,CT,2.1,9650.0,08/24/2012,
6426,CT,2.1,28369.75,05/22/2006,
6457,CT,2.1,18489.0,10/31/2007,
6501,CT,2.1,18585.0,09/30/2008,
6460,CT,2.1,17850.0,10/31/2008,
6457,CT,2.1,15225.0,3-12-2010,
6019,CT,2.1,21331.0,05/21/2010,
6751,CT,2.1,9650.0,08/24/2012,
6515,CT,2.1,18585.0,09/30/2008,
6755,CT,2.15,19281.85,01/17/2007,
6355,CT,2.15,19150.68,5-8-2007,
6755,CT,2.15,19281.85,01/17/2007,
6355,CT,2.15,19150.68,5-8-2007,
6880,CT,2.16,8251.2,03/22/2013,
6870,CT,2.16,17280.0,05/20/2011,
6880,CT,2.16,7711.2,01/16/2013,
6880,CT,2.16,8251.2,03/22/2013,
6870,CT,2.16,17280.0,05/20/2011,
6880,CT,2.16,7711.2,01/16/2013,
6333,CT,2.2,9000.0,2-11-2011,
6795,CT,2.205,5107.5,05/25/2012,
6480,CT,2.21,9063.0,09/24/2013,
6779,CT,2.21,5107.5,05/25/2012,
6480,CT,2.21,9063.0,09/24/2013,
6779,CT,2.21,5107.5,05/25/2012,
6877,CT,2.226,22783.59,8-5-2011,
6877,CT,2.23,22783.59,8-5-2011,
6877,CT,2.23,22783.59,8-5-2011,
6518,CT,2.25,8865.0,07/22/2014,
6824,CT,2.25,12875.0,05/17/2013,
6824,CT,2.25,19832.51,2-9-2009,
6460,CT,2.25,18725.0,01/25/2010,
6351,CT,2.25,27000.0,12/20/2012,
6824,CT,2.25,12875.0,05/17/2013,
6105,CT,2.25,9825.0,3-4-2014,
6105,CT,2.25,9825.0,3-4-2014,
6824,CT,2.25,19832.51,2-9-2009,
6460,CT,2.25,18725.0,01/25/2010,
6351,CT,2.25,27000.0,12/20/2012,
6268,CT,2.28,18490.0,9-6-2005,
6093,CT,2.28,20014.6,04/18/2006,
6268,CT,2.28,18490.0,9-6-2005,
6093,CT,2.28,20014.6,04/18/2006,
6019,CT,2.29,9957.15,04/29/2014,
6019,CT,2.29,9957.15,04/29/2014,
6071,CT,2.3,19090.0,7-7-2009,
6517,CT,2.3,19700.0,07/31/2009,
6705,CT,2.3,18745.0,12-4-2009,
6405,CT,2.3,19400.0,04/13/2010,
6249,CT,2.3,0.0,03/25/2011,
6247,CT,2.3,0.0,06/24/2011,
6071,CT,2.3,19090.0,7-7-2009,
6517,CT,2.3,19700.0,07/31/2009,
6705,CT,2.3,18745.0,12-4-2009,
6405,CT,2.3,19400.0,04/13/2010,
6249,CT,2.3,0.0,03/25/2011,
6247,CT,2.3,0.0,06/24/2011,
6601,CT,2.31,20968.0,4-3-2006,
6371,CT,2.31,21000.0,01/28/2008,
6601,CT,2.31,20968.0,4-3-2006,
6371,CT,2.31,21000.0,01/28/2008,
6794,CT,2.31,20968.0,4-3-2006,
6226,CT,2.34,8938.8,2-5-2014,
6880,CT,2.34,19450.0,2-3-2006,
6515,CT,2.34,18454.17,03/17/2006,
6514,CT,2.34,19875.0,03/31/2006,
6375,CT,2.34,22698.0,08/25/2008,
6226,CT,2.34,8938.8,2-5-2014,
6880,CT,2.34,19450.0,2-3-2006,
6515,CT,2.34,18454.17,03/17/2006,
6514,CT,2.34,19875.0,03/31/2006,
6375,CT,2.34,22698.0,08/25/2008,
6460,CT,2.35,14000.0,05/20/2011,
6511,CT,2.35,0.0,12/22/2011,
6460,CT,2.35,14000.0,05/20/2011,
6511,CT,2.35,0.0,12/22/2011,
6033,CT,2.38,22731.32,02/13/2007,
6118,CT,2.38,24188.16,9-12-2007,
6111,CT,2.38,19686.25,5-3-2010,
6109,CT,2.38,19294.74,8-4-2010,
6033,CT,2.38,22731.32,02/13/2007,
6118,CT,2.38,24188.16,9-12-2007,
6111,CT,2.38,19686.25,5-3-2010,
6109,CT,2.38,19294.74,8-4-2010,
6033,CT,2.4,13247.5,07/16/2013,
6897,CT,2.4,28842.8,10-2-2006,
6480,CT,2.4,21577.56,02/20/2007,
6340,CT,2.4,14400.0,3-5-2013,
6033,CT,2.4,13247.5,07/16/2013,
6897,CT,2.4,28842.8,10-2-2006,
6480,CT,2.4,21577.56,02/20/2007,
6340,CT,2.4,14400.0,3-5-2013,
6820,CT,2.45,12372.5,07/16/2013,
6830,CT,2.45,12372.5,08/21/2013,
6385,CT,2.45,13320.0,01/23/2014,
6820,CT,2.45,12372.5,07/16/2013,
6830,CT,2.45,12372.5,08/21/2013,
6385,CT,2.45,13320.0,01/23/2014,
6831,CT,2.46,19926.0,12/27/2007,
6831,CT,2.46,19926.0,12/27/2007,
6902,CT,2.496,19334.58,01/31/2008,
6413,CT,2.5,10000.0,6-10-2014,
6111,CT,2.5,6090.0,07/16/2013,
6237,CT,2.5,14915.0,08/14/2013,
6880,CT,2.5,12960.0,12/18/2013,
6413,CT,2.5,10000.0,6-10-2014,
6901,CT,2.5,19334.58,01/31/2008,
6067,CT,2.5,10000.0,11-6-2012,
6111,CT,2.5,6090.0,07/16/2013,
6237,CT,2.5,14915.0,08/14/2013,
6524,CT,2.5,11218.0,11/25/2013,
6880,CT,2.5,12960.0,12/18/2013,
6901,CT,2.5,19334.58,01/31/2008,
6067,CT,2.5,10000.0,11-6-2012,
6073,CT,2.52,22925.0,02/29/2008,
6705,CT,2.52,24020.0,03/31/2008,
6232,CT,2.52,26154.8,6-12-2008,
6795,CT,2.52,22925.0,08/25/2008,
6405,CT,2.52,23933.0,10/15/2008,
6067,CT,2.52,22925.0,2-9-2009,
6063,CT,2.52,23998.0,04/29/2010,
6906,CT,2.52,19152.0,08/27/2010,
6751,CT,2.52,18383.0,02/17/2011,
6073,CT,2.52,22925.0,02/29/2008,
6705,CT,2.52,24020.0,03/31/2008,
6232,CT,2.52,26154.8,6-12-2008,
6795,CT,2.52,22925.0,08/25/2008,
6405,CT,2.52,23933.0,10/15/2008,
6067,CT,2.52,22925.0,2-9-2009,
6063,CT,2.52,23998.0,04/29/2010,
6906,CT,2.52,19152.0,08/27/2010,
6751,CT,2.52,18383.0,02/17/2011,
6437,CT,2.55,24570.29,06/14/2007,
6437,CT,2.55,24570.29,06/14/2007,
6880,CT,2.58,22734.2,05/25/2006,
6512,CT,2.58,24205.2,11/17/2008,
6880,CT,2.58,22734.2,05/25/2006,
6512,CT,2.58,24205.2,11/17/2008,
6107,CT,2.59,25195.0,05/19/2005,
6107,CT,2.59,25195.0,05/19/2005,
6108,CT,2.6,12464.0,02/19/2014,
6108,CT,2.6,12464.0,02/19/2014,
6880,CT,2.64,9160.8,03/22/2013,
6093,CT,2.64,29032.0,03/17/2006,
6525,CT,2.64,21060.0,11-9-2009,
6870,CT,2.64,23700.0,12-1-2010,
6410,CT,2.64,31680.0,06/17/2011,
6880,CT,2.64,9160.8,03/22/2013,
6093,CT,2.64,29032.0,03/17/2006,
6525,CT,2.64,21060.0,11-9-2009,
6870,CT,2.64,23700.0,12-1-2010,
6410,CT,2.64,31680.0,06/17/2011,
6513,CT,2.66,27283.2,8-7-2008,
6515,CT,2.66,28409.0,10/31/2008,
6778,CT,2.66,0.0,03/15/2010,
6513,CT,2.66,27283.2,8-7-2008,
6515,CT,2.66,28409.0,10/31/2008,
6778,CT,2.66,0.0,03/15/2010,
6480,CT,2.7,10402.0,07/26/2013,
6907,CT,2.7,13609.75,08/21/2013,
6750,CT,2.7,23004.0,06/30/2008,
6840,CT,2.7,0.0,03/15/2011,
6820,CT,2.7,21600.0,2-3-2012,
6480,CT,2.7,10402.0,07/26/2013,
6907,CT,2.7,13609.75,08/21/2013,
6513,CT,2.7,13609.75,2-4-2014,
6750,CT,2.7,23004.0,06/30/2008,
6840,CT,2.7,0.0,03/15/2011,
6820,CT,2.7,21600.0,2-3-2012,
6759,CT,2.7,23004.0,06/30/2008,
6339,CT,2.72,23503.0,6-12-2007,
6058,CT,2.72,42435.6,02/29/2008,
6260,CT,2.72,24175.2,06/15/2009,
6460,CT,2.72,20890.0,12/30/2009,
6423,CT,2.72,21929.27,01/29/2010,
6107,CT,2.72,21438.76,02/19/2010,
6339,CT,2.72,23503.0,6-12-2007,
6058,CT,2.72,42435.6,02/29/2008,
6260,CT,2.72,24175.2,06/15/2009,
6460,CT,2.72,20890.0,12/30/2009,
6423,CT,2.72,21929.27,01/29/2010,
6107,CT,2.72,21438.76,02/19/2010,
6335,CT,2.72,23503.0,6-12-2007,
6378,CT,2.73,23381.7,03/31/2006,
6065,CT,2.73,28738.0,06/30/2008,
6378,CT,2.73,23381.7,03/31/2006,
6065,CT,2.73,28738.0,06/30/2008,
6614,CT,2.736,20520.0,07/22/2011,
6614,CT,2.74,20520.0,07/22/2011,
6614,CT,2.74,20520.0,07/22/2011,
6850,CT,2.75,14490.0,05/28/2014,
6850,CT,2.75,14490.0,05/28/2014,
6457,CT,2.76,23052.0,06/29/2005,
6426,CT,2.76,24626.0,10/22/2008,
6752,CT,2.76,23184.0,04/20/2009,
6896,CT,2.76,21959.0,11/13/2009,
6498,CT,2.76,24288.0,06/30/2010,
6880,CT,2.76,19044.0,06/30/2010,
6480,CT,2.76,18795.0,12/23/2010,
6057,CT,2.76,18606.0,6-1-2011,
6457,CT,2.76,23052.0,06/29/2005,
6426,CT,2.76,24626.0,10/22/2008,
6752,CT,2.76,23184.0,04/20/2009,
6896,CT,2.76,21959.0,11/13/2009,
6498,CT,2.76,24288.0,06/30/2010,
6880,CT,2.76,19044.0,06/30/2010,
6480,CT,2.76,18795.0,12/23/2010,
6237,CT,2.8,25892.0,8-8-2006,
6355,CT,2.8,29524.79,11/20/2007,
6830,CT,2.8,45381.17,9-8-2008,
6460,CT,2.8,21439.86,09/21/2010,
6905,CT,2.8,28525.05,11-5-2010,
6247,CT,2.8,19534.61,2-1-2011,
6237,CT,2.8,25892.0,8-8-2006,
6355,CT,2.8,29524.79,11/20/2007,
6830,CT,2.8,45381.17,9-8-2008,
6460,CT,2.8,21439.86,09/21/2010,
6905,CT,2.8,28525.05,11-5-2010,
6247,CT,2.8,19534.61,2-1-2011,
6107,CT,2.82,17520.0,04/18/2013,
6615,CT,2.82,17015.0,7-9-2012,
6107,CT,2.82,17520.0,04/18/2013,
6615,CT,2.82,17015.0,7-9-2012,
6460,CT,2.85,21713.81,7-11-2005,
6002,CT,2.85,21276.0,7-11-2005,
6460,CT,2.85,21713.81,7-11-2005,
6002,CT,2.85,21276.0,7-11-2005,
6405,CT,2.86,12695.52,5-6-2011,
6405,CT,2.86,12695.52,5-6-2011,
6712,CT,2.87,22530.0,06/27/2006,
6031,CT,2.87,24652.43,10-10-2007,
6763,CT,2.87,25408.9,12-10-2007,
6811,CT,2.87,27878.0,12/30/2009,
6712,CT,2.87,22530.0,06/27/2006,
6031,CT,2.87,24652.43,10-10-2007,
6763,CT,2.87,25408.9,12-10-2007,
6811,CT,2.87,27878.0,12/30/2009,
6518,CT,2.88,11500.0,06/24/2014,
6053,CT,2.88,14328.0,03/19/2013,
6751,CT,2.88,16126.0,4-9-2013,
6437,CT,2.88,22345.89,04/18/2013,
6784,CT,2.88,22966.15,05/13/2013,
6850,CT,2.88,12288.0,08/21/2013,
6902,CT,2.88,13824.0,02/19/2014,
6518,CT,2.88,11500.0,06/24/2014,
6058,CT,2.88,24497.52,5-12-2006,
6268,CT,2.88,27385.89,06/22/2009,
6403,CT,2.88,0.0,03/30/2012,
6241,CT,2.88,14914.0,9-7-2012,
6498,CT,2.88,16128.0,10-10-2012,
6340,CT,2.88,22003.0,2-1-2013,
6825,CT,2.88,14328.0,3-6-2013,
6053,CT,2.88,14328.0,03/19/2013,
6751,CT,2.88,16126.0,4-9-2013,
6437,CT,2.88,22345.89,04/18/2013,
6784,CT,2.88,22966.15,05/13/2013,
6850,CT,2.88,12288.0,08/21/2013,
6902,CT,2.88,13824.0,02/19/2014,
6058,CT,2.88,24497.52,5-12-2006,
6268,CT,2.88,27385.89,06/22/2009,
6403,CT,2.88,0.0,03/30/2012,
6241,CT,2.88,14914.0,9-7-2012,
6498,CT,2.88,16128.0,10-10-2012,
6340,CT,2.88,22003.0,2-1-2013,
6825,CT,2.88,14328.0,3-6-2013,
6053,CT,2.88,,10-5-2012,
6410,CT,2.925,28090.0,10/23/2008,
6410,CT,2.93,28090.0,10/23/2008,
6410,CT,2.93,28090.0,10/23/2008,
6513,CT,2.94,16258.2,09/26/2013,
6096,CT,2.94,10512.0,11/25/2013,
6614,CT,2.94,14847.0,1-2-2014,
6473,CT,2.94,14406.0,04/17/2014,
6378,CT,2.94,31655.41,10/18/2007,
6066,CT,2.94,25052.6,11-6-2007,
6339,CT,2.94,20574.61,04/28/2008,
6010,CT,2.94,24268.0,01/28/2010,
6877,CT,2.94,25055.0,12-1-2010,
6777,CT,2.94,14700.0,09/13/2012,
6513,CT,2.94,16258.2,09/26/2013,
6096,CT,2.94,10512.0,11/25/2013,
6776,CT,2.94,14406.0,12/16/2013,
6614,CT,2.94,14847.0,1-2-2014,
6450,CT,2.94,13205.5,01/21/2014,
6378,CT,2.94,31655.41,10/18/2007,
6066,CT,2.94,25052.6,11-6-2007,
6339,CT,2.94,20574.61,04/28/2008,
6010,CT,2.94,24268.0,01/28/2010,
6877,CT,2.94,25055.0,12-1-2010,
6777,CT,2.94,14700.0,09/13/2012,
6460,CT,2.96,19440.0,04/15/2011,
6517,CT,2.96,17760.0,05/16/2011,
6460,CT,2.96,19440.0,04/15/2011,
6517,CT,2.96,17760.0,05/16/2011,
6415,CT,2.99,6905.0,02/17/2012,
6415,CT,2.99,6905.0,02/17/2012,
6110,CT,3.0,11970.0,09/17/2014,
6770,CT,3.0,14130.0,09/22/2014,
6457,CT,3.0,15329.3,08/14/2013,
6033,CT,3.0,14750.0,10/21/2013,
6058,CT,3.0,13950.0,11/25/2013,
6379,CT,3.0,16854.0,04/15/2014,
6379,CT,3.0,16854.0,04/15/2014,
6437,CT,3.0,31645.0,03/24/2005,
6107,CT,3.0,33104.0,08/23/2006,
6111,CT,3.0,36282.0,12/27/2006,
6457,CT,3.0,29120.0,6-12-2007,
6524,CT,3.0,29943.13,9-5-2007,
6268,CT,3.0,40989.0,10-12-2007,
6107,CT,3.0,32359.0,10-3-2008,
6117,CT,3.0,34019.0,10-3-2008,
6040,CT,3.0,26114.0,03/22/2010,
6896,CT,3.0,24789.0,03/22/2010,
6019,CT,3.0,26873.0,6-11-2010,
6525,CT,3.0,22200.0,2-8-2012,
6716,CT,3.0,12600.0,7-9-2012,
6415,CT,3.0,12600.0,08/24/2012,
6611,CT,3.0,19090.2,02/22/2013,
6405,CT,3.0,18767.0,02/24/2013,
6457,CT,3.0,15329.3,08/14/2013,
6033,CT,3.0,14750.0,10/21/2013,
6058,CT,3.0,13950.0,11/25/2013,
6437,CT,3.0,31645.0,03/24/2005,
6107,CT,3.0,33104.0,08/23/2006,
6111,CT,3.0,36282.0,12/27/2006,
6457,CT,3.0,29120.0,6-12-2007,
6524,CT,3.0,29943.13,9-5-2007,
6268,CT,3.0,40989.0,10-12-2007,
6107,CT,3.0,32359.0,10-3-2008,
6117,CT,3.0,34019.0,10-3-2008,
6040,CT,3.0,26114.0,03/22/2010,
6896,CT,3.0,24789.0,03/22/2010,
6019,CT,3.0,26873.0,6-11-2010,
6525,CT,3.0,22200.0,2-8-2012,
6716,CT,3.0,12600.0,7-9-2012,
6415,CT,3.0,12600.0,08/24/2012,
6611,CT,3.0,19090.2,02/22/2013,
6405,CT,3.0,18767.0,02/24/2013,
6517,CT,3.01,15200.5,9-9-2013,
6019,CT,3.01,28566.0,10-1-2007,
6109,CT,3.01,25534.0,05/16/2008,
6824,CT,3.01,26271.0,4-3-2009,
6235,CT,3.01,24381.0,01/25/2010,
6053,CT,3.01,24237.0,09/19/2011,
6517,CT,3.01,15200.5,9-9-2013,
6019,CT,3.01,28566.0,10-1-2007,
6109,CT,3.01,25534.0,05/16/2008,
6824,CT,3.01,26271.0,4-3-2009,
6235,CT,3.01,24381.0,01/25/2010,
6053,CT,3.01,24237.0,09/19/2011,
6066,CT,3.04,24768.29,5-12-2006,
6053,CT,3.04,26235.0,08/25/2009,
6614,CT,3.04,25779.0,12-2-2009,
6066,CT,3.04,24768.29,5-12-2006,
6053,CT,3.04,26235.0,08/25/2009,
6614,CT,3.04,25779.0,12-2-2009,
6488,CT,3.06,25746.0,6-12-2009,
6824,CT,3.06,25169.9,03/15/2010,
6461,CT,3.06,25450.26,05/21/2010,
6488,CT,3.06,25746.0,6-12-2009,
6824,CT,3.06,25169.9,03/15/2010,
6461,CT,3.06,25450.26,05/21/2010,
6084,CT,3.06,,9-1-2005,
6371,CT,3.08,15323.0,6-4-2013,
6902,CT,3.08,27453.24,05/29/2007,
6371,CT,3.08,15323.0,6-4-2013,
6902,CT,3.08,27453.24,05/29/2007,
6880,CT,3.1,11997.0,10/22/2010,
6880,CT,3.1,11997.0,10/22/2010,
6250,CT,3.11,16611.75,4-1-2014,
6250,CT,3.11,16611.75,4-1-2014,
6110,CT,3.12,15756.0,4-9-2013,
6250,CT,3.12,11980.8,08/14/2013,
6076,CT,3.12,17825.0,08/28/2013,
6226,CT,3.12,11980.8,08/28/2013,
6851,CT,3.12,18689.0,2-6-2014,
6515,CT,3.12,25230.0,09/21/2005,
6237,CT,3.12,26680.0,10/24/2005,
6033,CT,3.12,28751.0,08/29/2006,
6359,CT,3.12,26880.0,3-12-2010,
6897,CT,3.12,22932.0,10-7-2011,
6701,CT,3.12,14040.0,10/23/2012,
6905,CT,3.12,15522.0,3-6-2013,
6033,CT,3.12,16224.0,03/13/2013,
6110,CT,3.12,15756.0,4-9-2013,
6250,CT,3.12,11980.8,08/14/2013,
6076,CT,3.12,17825.0,08/28/2013,
6226,CT,3.12,11980.8,08/28/2013,
6851,CT,3.12,18689.0,2-6-2014,
6515,CT,3.12,25230.0,09/21/2005,
6237,CT,3.12,26680.0,10/24/2005,
6033,CT,3.12,28751.0,08/29/2006,
6359,CT,3.12,26880.0,3-12-2010,
6897,CT,3.12,22932.0,10-7-2011,
6701,CT,3.12,14040.0,10/23/2012,
6905,CT,3.12,15522.0,3-6-2013,
6033,CT,3.12,16224.0,03/13/2013,
6057,CT,3.15,24912.0,1-7-2006,
6016,CT,3.15,31425.26,11/30/2007,
6082,CT,3.15,32473.35,12/26/2007,
6060,CT,3.15,27351.49,01/31/2008,
6473,CT,3.15,27000.0,5-9-2008,
6840,CT,3.15,29988.0,12-12-2008,
6614,CT,3.15,23220.5,04/23/2009,
6820,CT,3.15,23745.0,4-12-2010,
6830,CT,3.15,21225.0,05/21/2010,
6614,CT,3.15,23643.12,02/16/2011,
6057,CT,3.15,24912.0,1-7-2006,
6016,CT,3.15,31425.26,11/30/2007,
6082,CT,3.15,32473.35,12/26/2007,
6060,CT,3.15,27351.49,01/31/2008,
6473,CT,3.15,27000.0,5-9-2008,
6840,CT,3.15,29988.0,12-12-2008,
6614,CT,3.15,23220.5,04/23/2009,
6820,CT,3.15,23745.0,4-12-2010,
6830,CT,3.15,21225.0,05/21/2010,
6614,CT,3.15,23643.12,02/16/2011,
6831,CT,3.15,21225.0,05/21/2010,
6107,CT,3.18,13578.6,9-5-2014,
6517,CT,3.19,16784.25,07/15/2013,
6371,CT,3.19,15016.3,5-8-2006,
6512,CT,3.19,15925.0,12/20/2012,
6517,CT,3.19,16784.25,07/15/2013,
6460,CT,3.19,15606.5,12/16/2013,
6320,CT,3.19,15606.5,3-10-2014,
6371,CT,3.19,15016.3,5-8-2006,
6512,CT,3.19,15925.0,12/20/2012,
6070,CT,3.2,26680.0,9-10-2010,
6070,CT,3.2,26680.0,9-10-2010,
6479,CT,3.22,29759.0,12-2-2009,
6515,CT,3.22,27610.0,3-12-2010,
6119,CT,3.22,24053.4,12/17/2010,
6279,CT,3.22,26565.0,02/16/2011,
6479,CT,3.22,29759.0,12-2-2009,
6515,CT,3.22,27610.0,3-12-2010,
6119,CT,3.22,24053.4,12/17/2010,
6279,CT,3.22,26565.0,02/16/2011,
6412,CT,3.24,28415.0,06/30/2008,
6412,CT,3.24,28415.0,06/30/2008,
6076,CT,3.25,11044.0,08/19/2014,
6040,CT,3.25,13660.0,04/29/2014,
6235,CT,3.27,15532.0,9-5-2014,
6281,CT,3.27,13684.0,6-10-2014,
6475,CT,3.27,22826.78,11/20/2012,
6475,CT,3.27,22826.78,11/20/2012,
6043,CT,3.28,32266.0,01/28/2008,
6830,CT,3.28,29195.96,03/20/2008,
6320,CT,3.28,31699.71,8-7-2008,
6247,CT,3.28,25076.89,01/26/2009,
6850,CT,3.28,27880.0,11-10-2009,
6043,CT,3.28,32266.0,01/28/2008,
6830,CT,3.28,29195.96,03/20/2008,
6320,CT,3.28,31699.71,8-7-2008,
6247,CT,3.28,25076.89,01/26/2009,
6850,CT,3.28,27880.0,11-10-2009,
6831,CT,3.28,29195.96,03/20/2008,
