Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=maxsize=30600&minsize=0&state=NJ
8318,NJ,2.59,0.0,4-12-2012,
8215,NJ,2.59,20720.0,5-11-2005,
7070,NJ,2.59,17690.0,07/14/2011,
8611,NJ,2.59,,11-1-2011,
8318,NJ,2.59,,08/30/2011,
8723,NJ,2.592,32000.0,04/26/2010,
8530,NJ,2.592,18018,01/25/2010,
8050,NJ,2.6,0.0,10/14/2013,
7719,NJ,2.6,18000.0,04/21/2009,
8205,NJ,2.6,27813.0,05/20/2010,
7003,NJ,2.6,0.0,4-3-2013,
8003,NJ,2.6,32371.0,6-12-2003,
8618,NJ,2.625,19720.0,11/23/2004,
8618,NJ,2.625,19720.0,11/20/2004,
7764,NJ,2.625,21420.0,11/19/2007,
8022,NJ,2.64,20000.0,6-3-2005,
8022,NJ,2.64,20000.0,12/29/2005,
8022,NJ,2.64,20000.0,12/29/2005,
8022,NJ,2.64,20000.0,11/30/2006,
8022,NJ,2.64,20000.0,7-6-2006,
8022,NJ,2.64,20000.0,7-6-2006,
8022,NJ,2.64,20000.0,7-6-2006,
8022,NJ,2.64,20000.0,07/19/2006,
8022,NJ,2.64,20000.0,10/18/2006,
8022,NJ,2.64,20000.0,8-4-2006,
8022,NJ,2.64,20000.0,8-4-2006,
8226,NJ,2.64,0.0,07/30/2013,
8865,NJ,2.64,0.0,5-12-2009,
8731,NJ,2.64,0.0,04/26/2013,
8830,NJ,2.64,0.0,6-10-2013,
8243,NJ,2.64,0.0,07/29/2013,
8260,NJ,2.64,0.0,03/29/2013,
7003,NJ,2.64,0.0,08/27/2013,
7508,NJ,2.64,0.0,08/16/2013,
7107,NJ,2.64,24200.0,08/27/2003,
8016,NJ,2.64,0.0,04/27/2012,
7052,NJ,2.64,23760.0,08/27/2003,
7421,NJ,2.64,23760.0,08/21/2003,
8008,NJ,2.64,18500.0,10/18/2004,
8028,NJ,2.64,21000.0,07/27/2005,
8022,NJ,2.64,26000.0,8-2-2005,
8251,NJ,2.64,21120.0,8-11-2005,
7920,NJ,2.64,19800.0,11-2-2005,
8093,NJ,2.64,20460.0,08/22/2006,
8028,NJ,2.64,17200.1,9-12-2007,
8844,NJ,2.64,,02/26/2004,
8755,NJ,2.64,,03/27/2012,
8406,NJ,2.64,,09/26/2012,
7108,NJ,2.64,,10/26/2011,
7108,NJ,2.64,,10/26/2011,
7108,NJ,2.64,,10/26/2011,
7108,NJ,2.64,,10/26/2011,
7108,NJ,2.64,,10/26/2011,
7108,NJ,2.64,,10/26/2011,
7108,NJ,2.64,,10/26/2011,
7825,NJ,2.645,,10/18/2006,
7860,NJ,2.66,23129.0,03/20/2008,
8344,NJ,2.66,14000.0,07/29/2010,
7604,NJ,2.66,0.0,8-10-2012,
8108,NJ,2.66,0.0,09/13/2012,
8344,NJ,2.66,14000.0,03/25/2010,
8501,NJ,2.69,28000.0,4-11-2002,
7732,NJ,2.69,17243.86,7-2-2002,
7070,NJ,2.695,0.0,2-12-2013,
7066,NJ,2.695,0.0,03/19/2013,
7666,NJ,2.695,0.0,10/22/2013,
8332,NJ,2.695,10645.0,07/26/2013,
7208,NJ,2.695,0.0,12-12-2013,
7643,NJ,2.695,0.0,12/26/2013,
7643,NJ,2.695,0.0,12-11-2013,
8241,NJ,2.7,21330.0,11/16/2009,
8043,NJ,2.7,19575.0,12/18/2009,
7762,NJ,2.7,0.0,4-6-2011,
7110,NJ,2.7,14175.0,6-1-2010,
7753,NJ,2.7,23120.0,01/19/2009,
8212,NJ,2.7,21285.0,09/18/2008,
7002,NJ,2.7,21648.0,2-4-2009,
7005,NJ,2.7,20829.0,12/16/2009,
7760,NJ,2.7,21156.0,05/27/2009,
7764,NJ,2.7,0.0,12/22/2010,
7059,NJ,2.7,18975.0,11-9-2009,
8640,NJ,2.7,0.0,11/18/2013,
8008,NJ,2.7,21222.0,7-3-2003,
7110,NJ,2.7,14175.0,03/25/2010,
7764,NJ,2.7,16200.0,11/22/2010,
8327,NJ,2.7,30000.0,11/20/2010,
8401,NJ,2.7,,2-1-2012,
7040,NJ,2.7,,07/22/2011,
7036,NJ,2.704,20956.0,07/29/2009,
7052,NJ,2.704,,03/13/2008,
7109,NJ,2.704,13331,2-2-2010,
8551,NJ,2.71,27193.0,08/21/2002,
8008,NJ,2.71,26800.0,06/13/2002,
7410,NJ,2.72,24719.0,10-2-2009,
8234,NJ,2.72,18969.0,08/28/2008,
7456,NJ,2.72,21534.24,6-10-2005,
8050,NJ,2.72,21406.4,1-12-2006,
8840,NJ,2.72,40100.0,02/25/2008,
8824,NJ,2.73,25853.0,04/18/2011,
8869,NJ,2.75,0.0,05/28/2013,
7712,NJ,2.75,0.0,6-4-2013,
8902,NJ,2.75,0.0,10/15/2013,
8757,NJ,2.75,0.0,05/28/2013,
8869,NJ,2.75,0.0,05/21/2013,
7003,NJ,2.75,0.0,08/16/2013,
7712,NJ,2.75,11162.69,10-10-2013,
8859,NJ,2.75,16519.99,09/20/2013,
8872,NJ,2.75,11513.47,10/15/2013,
8096,NJ,2.75,0.0,10-7-2013,
7465,NJ,2.75,21750.0,07/17/2003,
8609,NJ,2.76,0.0,02/13/2012,
7630,NJ,2.76,0.0,5-7-2012,
8402,NJ,2.76,23000.0,9-10-2010,
8003,NJ,2.76,27600.0,06/29/2010,
7066,NJ,2.76,0.0,11/19/2010,
8022,NJ,2.76,0.0,09/22/2011,
8752,NJ,2.76,19500.0,12/22/2010,
7010,NJ,2.76,0.0,7-10-2012,
8822,NJ,2.76,24150.0,8-12-2004,
8829,NJ,2.76,22080.0,9-7-2004,
8075,NJ,2.76,0.0,12/30/2011,
7753,NJ,2.76,0.0,2-12-2013,
7066,NJ,2.76,17940.0,08/17/2010,
8402,NJ,2.76,23000.0,8-10-2010,
8003,NJ,2.76,27600.0,03/17/2010,
8087,NJ,2.76,,04/24/2012,
8401,NJ,2.76,16560.0,4-6-2011,
7866,NJ,2.772,11243.0,10/20/2010,
7026,NJ,2.772,10838.52,09/30/2010,
7026,NJ,2.772,10838.52,6-3-2010,
7866,NJ,2.772,11243.0,04/19/2010,
8734,NJ,2.772,13000.0,6-3-2010,
8006,NJ,2.775,21811.5,1-9-2004,
7040,NJ,2.78,23490.0,5-8-2003,
7666,NJ,2.795,0.0,03/17/2011,
8840,NJ,2.795,0.0,04/19/2011,
8008,NJ,2.795,21930.0,11/19/2010,
7012,NJ,2.795,,09/30/2011,
8022,NJ,2.8,20000.0,04/23/2007,
8022,NJ,2.8,20000.0,10-11-2006,
8028,NJ,2.8,28867.0,11/19/2007,
7739,NJ,2.8,25000.0,11/16/2009,
8406,NJ,2.8,23281.5,5-12-2008,
8205,NJ,2.8,27524.0,04/22/2010,
8021,NJ,2.8,22761.0,4-7-2010,
8867,NJ,2.8,15260.0,09/29/2010,
7936,NJ,2.8,21980.0,6-3-2008,
8071,NJ,2.8,0.0,4-8-2010,
7732,NJ,2.8,22400.0,10/22/2009,
7095,NJ,2.8,20160.0,11-5-2009,
8008,NJ,2.8,23300.0,12-11-2002,
8006,NJ,2.8,24000.0,12-11-2002,
7401,NJ,2.8,0.0,12-12-2013,
7003,NJ,2.8,0.0,12/30/2011,
7737,NJ,2.8,21812.0,06/22/2005,
8251,NJ,2.8,22400.0,8-2-2005,
8406,NJ,2.8,22400.0,10/13/2005,
7801,NJ,2.8,29120.0,04/13/2006,
7306,NJ,2.8,24220.0,4-6-2006,
8648,NJ,2.8,22120.0,11/21/2006,
8525,NJ,2.8,23760.0,6-12-2003,
7670,NJ,2.8,25480.0,10-11-2007,
8087,NJ,2.8,23800.0,7-5-2007,
8865,NJ,2.8,31588.0,4-9-2008,
8558,NJ,2.8,25200,12/22/2008,
8867,NJ,2.8,15260.0,6-3-2010,
8757,NJ,2.8,,07/27/2011,
8205,NJ,2.805,22000.0,01/20/2005,
8822,NJ,2.816,46593.0,10/15/2008,
7960,NJ,2.82,26737.5,02/25/2011,
8048,NJ,2.82,14175.0,07/28/2010,
8088,NJ,2.82,0.0,05/19/2010,
7642,NJ,2.82,0.0,2-1-2011,
8854,NJ,2.82,0.0,12/17/2012,
7446,NJ,2.82,0.0,12/27/2012,
8861,NJ,2.82,0.0,1-2-2013,
7080,NJ,2.82,0.0,12/28/2012,
8901,NJ,2.82,0.0,06/27/2013,
8816,NJ,2.82,0.0,2-8-2013,
7663,NJ,2.82,0.0,04/26/2013,
7203,NJ,2.82,0.0,05/28/2013,
8854,NJ,2.82,0.0,04/24/2013,
7054,NJ,2.82,0.0,4-4-2013,
8861,NJ,2.82,0.0,05/28/2013,
7203,NJ,2.82,0.0,05/20/2013,
7450,NJ,2.82,0.0,7-12-2013,
7052,NJ,2.82,0.0,04/24/2013,
8861,NJ,2.82,0.0,10-9-2013,
7036,NJ,2.82,0.0,10/24/2013,
7604,NJ,2.82,0.0,10-3-2013,
7013,NJ,2.82,0.0,09/26/2013,
8005,NJ,2.82,22500.0,04/16/2003,
8848,NJ,2.82,0.0,03/15/2013,
8854,NJ,2.82,0.0,05/29/2012,
7060,NJ,2.82,0.0,1-11-2013,
7036,NJ,2.82,0.0,07/19/2012,
7604,NJ,2.82,0.0,05/25/2012,
7109,NJ,2.82,0.0,11/21/2012,
7110,NJ,2.82,0.0,12/28/2012,
8854,NJ,2.82,0.0,12/19/2012,
8060,NJ,2.82,0.0,4-3-2012,
7109,NJ,2.82,0.0,05/31/2013,
7016,NJ,2.82,0.0,05/18/2012,
7031,NJ,2.82,0.0,07/31/2012,
7604,NJ,2.82,0.0,03/19/2012,
7011,NJ,2.82,0.0,06/26/2012,
7011,NJ,2.82,0.0,6-12-2012,
7644,NJ,2.82,0.0,1-12-2012,
8861,NJ,2.82,0.0,06/13/2013,
7604,NJ,2.82,0.0,12-8-2011,
7032,NJ,2.82,0.0,11-9-2011,
7006,NJ,2.82,0.0,12/16/2011,
7604,NJ,2.82,0.0,12/28/2011,
7604,NJ,2.82,0.0,02/14/2012,
8505,NJ,2.82,0.0,8-9-2011,
8048,NJ,2.82,14175.0,6-3-2010,
8361,NJ,2.82,,05/15/2012,
7734,NJ,2.82,,4-2-2012,
7032,NJ,2.82,,1-12-2012,
7110,NJ,2.82,,1-12-2012,
7960,NJ,2.82,26737.5,02/25/2011,
8648,NJ,2.82,,05/18/2011,
8836,NJ,2.82,,08/22/2011,
8610,NJ,2.82,,11/30/2011,
7463,NJ,2.839,27370.0,03/21/2005,
7109,NJ,2.844,13331.0,2-2-2010,
7079,NJ,2.85,,06/30/2011,
7302,NJ,2.85,0.0,10-10-2013,
7748,NJ,2.85,22401.0,2-2-2005,
7079,NJ,2.85,23729.0,01/17/2006,
7871,NJ,2.856,0.0,02/14/2012,
7083,NJ,2.86,,12-6-2012,
7108,NJ,2.86,,10/26/2011,
7108,NJ,2.86,,10/26/2011,
7079,NJ,2.87,0.0,08/28/2012,
7020,NJ,2.87,0.0,08/29/2011,
8724,NJ,2.87,30625.0,5-1-2009,
8558,NJ,2.87,0.0,5-9-2008,
8735,NJ,2.87,0.0,11/25/2008,
7506,NJ,2.87,0.0,2-5-2013,
7731,NJ,2.87,,01/24/2012,
8558,NJ,2.87,,11/14/2011,
7208,NJ,2.87,,07/14/2011,
7001,NJ,2.88,23352.0,12-9-2008,
7438,NJ,2.88,21908.0,7-11-2003,
7076,NJ,2.88,0.0,1-11-2013,
7083,NJ,2.88,0.0,4-9-2013,
7040,NJ,2.88,0.0,12-11-2013,
8837,NJ,2.88,0.0,4-9-2013,
8854,NJ,2.88,0.0,09/19/2013,
7601,NJ,2.88,0.0,6-6-2013,
7054,NJ,2.88,0.0,09/26/2013,
7604,NJ,2.88,0.0,10-9-2013,
7083,NJ,2.88,0.0,11/19/2013,
7666,NJ,2.88,0.0,10/24/2013,
7083,NJ,2.88,0.0,12-12-2013,
7501,NJ,2.88,0.0,12-10-2012,
7501,NJ,2.88,0.0,12-10-2012,
7762,NJ,2.88,0.0,05/22/2012,
8360,NJ,2.88,21002.5,10/29/2003,
8210,NJ,2.88,22472.15,11/20/2003,
8070,NJ,2.88,22077.88,12-4-2003,
7436,NJ,2.88,22426.2,04/21/2004,
8844,NJ,2.88,28800.0,02/26/2004,
7677,NJ,2.88,22608.0,11/18/2004,
7020,NJ,2.88,22608.0,10-4-2004,
7760,NJ,2.88,24840.0,2-2-2005,
8876,NJ,2.88,0.0,02/17/2012,
7701,NJ,2.88,23040.0,04/26/2006,
7522,NJ,2.88,,12-10-2012,
7522,NJ,2.88,,12-10-2012,
8757,NJ,2.88,,12/26/2012,
7042,NJ,2.88,,12-6-2012,
7522,NJ,2.88,,12-10-2012,
7522,NJ,2.88,,12-10-2012,
7522,NJ,2.88,,12-10-2012,
8610,NJ,2.88,17424.0,04/14/2011,
7932,NJ,2.9,,12-6-2007,
7456,NJ,2.912,22795.0,01/19/2006,
7016,NJ,2.912,12000.0,08/25/2011,
8822,NJ,2.912,23728.98,11/21/2006,
7924,NJ,2.912,22120.0,1-7-2008,
8530,NJ,2.92,14569.75,12/16/2002,
8022,NJ,2.925,20000.0,04/27/2007,
7920,NJ,2.925,30870.0,03/27/2008,
7410,NJ,2.94,0.0,11-4-2011,
7719,NJ,2.94,0.0,3-9-2011,
7762,NJ,2.94,25200.0,10/16/2009,
7079,NJ,2.94,0.0,12/15/2011,
8723,NJ,2.94,19845.0,8-9-2010,
8210,NJ,2.94,26180.0,2-5-2008,
8835,NJ,2.94,34650.0,11/17/2009,
7662,NJ,2.94,0.0,10-12-2012,
8043,NJ,2.94,0.0,10/28/2013,
7660,NJ,2.94,0.0,6-3-2013,
8204,NJ,2.94,0.0,5-8-2013,
7032,NJ,2.94,0.0,07/25/2013,
7042,NJ,2.94,0.0,06/25/2013,
7012,NJ,2.94,0.0,05/28/2013,
7644,NJ,2.94,0.0,04/30/2013,
8008,NJ,2.94,0.0,7-9-2013,
8820,NJ,2.94,0.0,11/27/2013,
8832,NJ,2.94,0.0,11-12-2013,
8812,NJ,2.94,0.0,10-1-2013,
8343,NJ,2.94,9500.0,7-8-2013,
8873,NJ,2.94,0.0,11/19/2013,
7109,NJ,2.94,0.0,11/15/2013,
7012,NJ,2.94,0.0,12-12-2013,
7012,NJ,2.94,0.0,10/28/2013,
7305,NJ,2.94,0.0,12/23/2013,
8088,NJ,2.94,0.0,12/13/2013,
7410,NJ,2.94,0.0,12/27/2013,
7106,NJ,2.94,0.0,12-3-2013,
8077,NJ,2.94,0.0,12/19/2013,
7012,NJ,2.94,0.0,12/30/2013,
7663,NJ,2.94,0.0,12/27/2013,
8611,NJ,2.94,23779,12-2-2008,
7762,NJ,2.94,0.0,09/26/2012,
7016,NJ,2.94,0.0,09/13/2012,
8723,NJ,2.94,19845.0,6-3-2010,
7701,NJ,2.94,,02/23/2012,
8241,NJ,2.94,,1-6-2012,
8401,NJ,2.96,23000.0,4-6-2004,
8401,NJ,2.96,23000.0,03/25/2004,
8401,NJ,2.96,23000.0,03/25/2004,
8202,NJ,2.96,0.0,6-10-2011,
8640,NJ,2.96,0.0,10/17/2013,
8640,NJ,2.96,6186.4,11-8-2013,
8203,NJ,2.96,23236.0,4-12-2004,
8520,NJ,2.96,21667.0,12/19/2005,
8873,NJ,2.96,,3-7-2012,
8734,NJ,2.97,13000.0,08/26/2010,
8006,NJ,2.97,24200.0,12/16/2003,
7717,NJ,2.97,23380.0,05/20/2005,
7716,NJ,2.97,24035.0,6-7-2005,
8520,NJ,2.97,21500.0,11/22/2005,
8827,NJ,2.97,22515.0,01/18/2006,
8087,NJ,2.976,28800.0,09/25/2008,
8724,NJ,2.98,28200.0,02/27/2002,
8609,NJ,2.99,0.0,02/13/2012,
8609,NJ,2.99,0.0,02/22/2012,
8816,NJ,2.99,0.0,06/16/2011,
8226,NJ,2.99,15702.0,1-4-2012,
8502,NJ,2.99,0.0,11/19/2010,
8520,NJ,2.99,19200.0,03/30/2010,
7504,NJ,2.99,25000,5-12-2008,
8008,NJ,2.99,0.0,09/18/2012,
8248,NJ,2.99,27767.0,12/31/2002,
7055,NJ,2.99,0.0,03/22/2012,
8502,NJ,2.99,19250.0,11-1-2010,
8619,NJ,2.99,,02/13/2012,
8619,NJ,2.99,,02/22/2012,
8619,NJ,2.99,,02/22/2012,
8050,NJ,2.99,,4-3-2012,
7067,NJ,2.99,,09/18/2012,
8873,NJ,2.99,36667.0,07/27/2011,
8402,NJ,2.99,,07/14/2011,
7750,NJ,2.992,37553.0,08/24/2010,
8062,NJ,2.992,24000.0,12/19/2007,
8050,NJ,2.992,24560.0,6-5-2007,
7750,NJ,2.992,37553.0,03/17/2010,
8533,NJ,3.0,0.0,04/23/2013,
7730,NJ,3.0,25200.0,01/29/2010,
7028,NJ,3.0,40320.0,11/17/2009,
8008,NJ,3.0,23500.0,6-9-2003,
8006,NJ,3.0,23500.0,08/18/2003,
8008,NJ,3.0,23600.0,08/20/2004,
8022,NJ,3.0,20000.0,04/23/2007,
7712,NJ,3.0,18000.0,9-10-2010,
8690,NJ,3.0,29490.0,4-12-2010,
8087,NJ,3.0,25500.0,08/16/2007,
8050,NJ,3.0,24210.0,9-7-2007,
8742,NJ,3.0,28000.0,08/27/2007,
8558,NJ,3.0,29250.0,9-12-2011,
8873,NJ,3.0,25500.0,10/31/2008,
8332,NJ,3.0,0.0,12/16/2008,
7060,NJ,3.0,25800.0,10/13/2009,
8008,NJ,3.0,22560.0,03/17/2010,
8830,NJ,3.0,0.0,06/21/2013,
7050,NJ,3.0,0.0,8-5-2013,
8759,NJ,3.0,0.0,2-7-2013,
8691,NJ,3.0,0.0,1-4-2013,
7204,NJ,3.0,0.0,2-8-2013,
7753,NJ,3.0,0.0,07/18/2013,
8807,NJ,3.0,0.0,05/21/2013,
8757,NJ,3.0,0.0,6-6-2013,
8757,NJ,3.0,0.0,07/23/2013,
8055,NJ,3.0,0.0,7-12-2013,
8825,NJ,3.0,0.0,08/20/2013,
7849,NJ,3.0,0.0,03/28/2013,
7012,NJ,3.0,10050.0,7-9-2013,
7008,NJ,3.0,12661.39,10/24/2013,
7928,NJ,3.0,14025.0,11/21/2013,
8031,NJ,3.0,10650.0,04/19/2013,
8879,NJ,3.0,12315.68,09/24/2013,
8215,NJ,3.0,10967.0,6-11-2013,
8817,NJ,3.0,12542.69,11/19/2013,
8757,NJ,3.0,12814.64,10/25/2013,
7067,NJ,3.0,9171.0,08/16/2013,
7960,NJ,3.0,13350.0,11/21/2013,
7663,NJ,3.0,18487.0,11/20/2013,
7013,NJ,3.0,11490.0,08/13/2013,
7039,NJ,3.0,10500.0,7-10-2013,
8854,NJ,3.0,12249.68,11/25/2013,
7601,NJ,3.0,12893.16,11/25/2013,
7726,NJ,3.0,0.0,05/25/2012,
8006,NJ,3.0,23500.0,7-3-2003,
8835,NJ,3.0,15689.0,01/14/2004,
8008,NJ,3.0,23500.0,11/20/2003,
7068,NJ,3.0,24186.0,5-7-2004,
8088,NJ,3.0,23500.0,4-2-2004,
7753,NJ,3.0,25256.0,2-8-2005,
7717,NJ,3.0,25500.0,08/25/2004,
7717,NJ,3.0,25500.0,8-2-2004,
7731,NJ,3.0,25500.0,8-12-2004,
7302,NJ,3.0,37224.0,07/14/2006,
8536,NJ,3.0,25500.0,10/26/2006,
8752,NJ,3.0,25500.0,8-6-2007,
8820,NJ,3.0,24000.0,07/30/2007,
8087,NJ,3.0,25500.0,07/30/2007,
7712,NJ,3.0,18000.0,05/20/2010,
8690,NJ,3.0,29490.0,3-2-2010,
8648,NJ,3.0,,05/15/2012,
8757,NJ,3.0,,07/18/2012,
8753,NJ,3.0,,08/15/2012,
7731,NJ,3.0,,10/22/2012,
7828,NJ,3.006,25548.0,06/13/2005,
8080,NJ,3.006,24000.0,8-10-2005,
7456,NJ,3.006,22550.0,01/19/2006,
7740,NJ,3.006,22930.59,04/26/2006,
8817,NJ,3.006,23475.06,04/27/2006,
7079,NJ,3.006,25401.0,06/28/2006,
8310,NJ,3.01,19320.0,06/16/2010,
8077,NJ,3.01,28505.0,07/30/2010,
8250,NJ,3.01,19500.0,11-3-2010,
8872,NJ,3.01,24624.0,10/20/2008,
8406,NJ,3.01,22575.0,03/29/2010,
7648,NJ,3.01,14000.0,6-11-2010,
8221,NJ,3.01,0.0,03/20/2012,
8822,NJ,3.01,31249.0,09/24/2002,
8812,NJ,3.01,0.0,10-3-2011,
8844,NJ,3.01,28595.0,10/30/2006,
8250,NJ,3.01,19500.0,06/25/2010,
8077,NJ,3.01,28505.0,06/16/2010,
7040,NJ,3.01,,03/30/2011,
8402,NJ,3.01,,05/31/2011,
8402,NJ,3.01,,05/31/2011,
8260,NJ,3.01,,5-11-2011,
7083,NJ,3.01,,10/18/2011,
8817,NJ,3.01,,12/28/2011,
7083,NJ,3.01,,10/27/2011,
7461,NJ,3.024,26120.7,04/28/2009,
7008,NJ,3.04,0.0,7-12-2011,
8510,NJ,3.04,25092.0,01/30/2009,
7750,NJ,3.04,25120.0,01/18/2010,
8008,NJ,3.04,27000.0,04/27/2010,
8640,NJ,3.04,0.0,10/17/2013,
8625,NJ,3.04,0.0,11/28/2012,
8087,NJ,3.04,0.0,6-12-2012,
7603,NJ,3.04,0.0,3-7-2012,
7735,NJ,3.04,0.0,02/22/2012,
8742,NJ,3.04,0.0,11-6-2012,
8006,NJ,3.04,24020.0,6-8-2005,
7866,NJ,3.04,17000.0,12-2-2005,
8757,NJ,3.04,,06/27/2012,
8611,NJ,3.04,,11/28/2012,
8243,NJ,3.055,0.0,09/29/2011,
8817,NJ,3.055,0.0,03/25/2013,
7065,NJ,3.055,0.0,12/28/2012,
7031,NJ,3.055,0.0,12/21/2012,
7013,NJ,3.055,0.0,12/27/2012,
8854,NJ,3.055,0.0,11/19/2012,
8861,NJ,3.055,0.0,11/29/2012,
8505,NJ,3.055,0.0,09/14/2012,
7003,NJ,3.055,0.0,3-7-2013,
7013,NJ,3.055,0.0,6-3-2013,
7936,NJ,3.055,0.0,4-4-2013,
7036,NJ,3.055,0.0,12-12-2013,
7604,NJ,3.055,0.0,10/25/2013,
7644,NJ,3.055,0.0,07/18/2013,
7604,NJ,3.055,0.0,9-4-2013,
7604,NJ,3.055,0.0,9-4-2013,
7208,NJ,3.055,0.0,9-9-2013,
8816,NJ,3.055,0.0,6-11-2012,
7109,NJ,3.055,0.0,07/16/2012,
7074,NJ,3.055,0.0,01/15/2013,
7644,NJ,3.055,0.0,1-12-2012,
7070,NJ,3.055,0.0,5-11-2012,
7032,NJ,3.055,0.0,03/13/2012,
7070,NJ,3.055,0.0,02/17/2012,
8053,NJ,3.055,0.0,07/27/2011,
7057,NJ,3.055,0.0,12/28/2011,
8322,NJ,3.055,,6-7-2012,
8204,NJ,3.055,,08/16/2012,
7031,NJ,3.055,,3-6-2012,
8757,NJ,3.055,,07/20/2012,
7041,NJ,3.055,,08/24/2012,
7882,NJ,3.055,22451.0,02/23/2011,
8230,NJ,3.055,,09/29/2011,
8736,NJ,3.06,21750.0,09/16/2009,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,3-5-2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,3-5-2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
8889,NJ,3.06,23350.8,02/28/2008,
7421,NJ,3.06,0.0,10/19/2007,
8212,NJ,3.06,0.0,7-8-2008,
7418,NJ,3.06,25276.0,12/19/2007,
7456,NJ,3.06,25276.0,9-8-2008,
7456,NJ,3.06,25276.0,06/25/2008,
7640,NJ,3.06,24995.0,8-5-2008,
8852,NJ,3.06,0.0,07/25/2013,
7013,NJ,3.06,17175.0,11/19/2013,
7450,NJ,3.06,17847.0,8-8-2013,
8629,NJ,3.06,12546.0,08/27/2013,
7417,NJ,3.06,22000.0,09/18/2013,
8858,NJ,3.06,23350.8,02/28/2008,
8858,NJ,3.06,23350.8,3-5-2008,
8088,NJ,3.06,24050.0,01/20/2005,
8050,NJ,3.06,24480.0,8-10-2005,
8730,NJ,3.06,24201.0,11-9-2005,
7070,NJ,3.06,25106.0,4-6-2006,
7042,NJ,3.06,24586.0,2-10-2006,
7418,NJ,3.06,23295.0,3-10-2006,
7087,NJ,3.06,24021.0,5-4-2006,
7666,NJ,3.06,23495.0,11-2-2006,
8008,NJ,3.06,22320.0,10/30/2006,
7082,NJ,3.06,23495.0,04/30/2007,
7430,NJ,3.06,25322.0,12-4-2006,
7070,NJ,3.06,26101.0,10-11-2007,
8530,NJ,3.06,25700.0,03/23/2009,
8403,NJ,3.075,28500.0,05/26/2010,
8802,NJ,3.075,24600,08/27/2009,
7461,NJ,3.075,,7-12-2011,
8752,NJ,3.08,0.0,10-2-2013,
8757,NJ,3.08,,09/25/2012,
8202,NJ,3.08,14325.0,09/16/2013,
8204,NJ,3.08,25585,01/23/2008,
8757,NJ,3.08,0.0,12-7-2012,
7663,NJ,3.08,20244.0,11/30/2006,
7108,NJ,3.08,,09/26/2012,
7108,NJ,3.08,,08/22/2012,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/27/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/27/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
7108,NJ,3.08,,10/26/2011,
8530,NJ,3.09,21845.57,02/26/2004,
8008,NJ,3.1,18000.0,11/15/2006,
7631,NJ,3.114,28026,04/13/2006,
7003,NJ,3.12,28080.0,5-2-2008,
7470,NJ,3.12,26965.0,04/26/2010,
8816,NJ,3.12,26965.0,06/16/2010,
7726,NJ,3.12,19500.0,06/16/2010,
8008,NJ,3.12,29174.0,02/16/2010,
7017,NJ,3.12,0.0,05/21/2013,
7072,NJ,3.12,0.0,09/14/2012,
7086,NJ,3.12,0.0,5-1-2013,
7110,NJ,3.12,0.0,4-9-2013,
8080,NJ,3.12,0.0,03/26/2013,
7010,NJ,3.12,0.0,4-9-2013,
8873,NJ,3.12,0.0,10-9-2013,
8835,NJ,3.12,0.0,12/27/2013,
7666,NJ,3.12,0.0,10/25/2013,
7663,NJ,3.12,0.0,09/26/2013,
8234,NJ,3.12,0.0,03/25/2013,
8332,NJ,3.12,0.0,08/27/2012,
7631,NJ,3.12,0.0,06/27/2012,
7003,NJ,3.12,0.0,03/26/2012,
7109,NJ,3.12,0.0,03/16/2012,
7410,NJ,3.12,0.0,03/27/2012,
7020,NJ,3.12,0.0,6-4-2012,
