Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=maxsize=30600&minsize=0&state=DC
20011,DC,3.6,27780.0,10-11-2010,
20002,DC,3.6,21744.0,11-4-2010,
20010,DC,3.6,21900.0,01/20/2011,
20002,DC,3.6,6804.0,6-12-2012,
20016,DC,3.6,17910.0,10-11-2012,
20012,DC,3.6,17910.0,10/17/2012,
20017,DC,3.6,17910.0,12/26/2012,
20001,DC,3.6,33350.0,09/30/2009,
20016,DC,3.6,,12/14/2009,
20009,DC,3.6,25540.0,06/21/2010,
20003,DC,3.6,22283.0,7-6-2010,
20001,DC,3.6,,08/25/2010,
20011,DC,3.6,,10-11-2010,
20002,DC,3.6,,11-4-2010,
20010,DC,3.6,32484.0,7-2-2011,
20016,DC,3.6,,08/15/2012,
20010,DC,3.61,24184.0,09/19/2012,
20010,DC,3.61,24184.0,09/19/2012,
20019,DC,3.655,6801.48,4-10-2012,
20019,DC,3.655,6801.48,4-10-2012,
20002,DC,3.68,16744.0,06/17/2012,
20003,DC,3.68,15824.0,09/19/2012,
20016,DC,3.68,24325.0,10/25/2010,
20003,DC,3.68,21624.0,10/25/2010,
20002,DC,3.68,28068.35,10-8-2011,
20002,DC,3.68,20815.0,12-12-2011,
20002,DC,3.68,16744.0,06/17/2012,
20003,DC,3.68,15824.0,09/19/2012,
20016,DC,3.68,,10/25/2010,
20003,DC,3.68,,10/25/2010,
20003,DC,3.68,0.0,7-1-2010,
20011,DC,3.68,58937.0,02/13/2012,
20011,DC,3.68,,2-6-2012,
20001,DC,3.68,46440.0,7-2-2011,
20003,DC,3.7,35472.0,08/16/2010,
20003,DC,3.7,,08/16/2010,
20011,DC,3.75,14624.0,8-6-2012,
20011,DC,3.75,14624.0,08/27/2012,
20002,DC,3.75,16500.0,08/27/2012,
20011,DC,3.75,14624.0,8-6-2012,
20011,DC,3.75,14624.0,08/27/2012,
20002,DC,3.75,16500.0,08/27/2012,
20003,DC,3.76,40307.0,10-11-2012,
20002,DC,3.76,16431.0,10-11-2012,
20003,DC,3.76,40307.0,10-11-2012,
20002,DC,3.76,16431.0,10-11-2012,
20007,DC,3.78,32772.0,6-11-2010,
20015,DC,3.78,10350.0,9-7-2010,
20007,DC,3.78,,6-11-2010,
20015,DC,3.78,,9-7-2010,
20010,DC,3.8,30930.0,09/30/2009,
20010,DC,3.8,,09/30/2009,
20017,DC,3.825,27307.0,10-11-2010,
20017,DC,3.825,,10-11-2010,
20003,DC,3.84,27994.0,04/24/2012,
20001,DC,3.84,19104.0,10/17/2012,
20011,DC,3.84,19104.0,10/17/2012,
20011,DC,3.84,19104.0,12/26/2012,
20003,DC,3.84,27994.0,04/24/2012,
20001,DC,3.84,19104.0,10/17/2012,
20011,DC,3.84,19104.0,10/17/2012,
20011,DC,3.84,19104.0,12/26/2012,
20011,DC,3.84,19949.0,02/19/2013,
20002,DC,3.85,36690.0,08/15/2010,
20002,DC,3.85,,08/15/2010,
20008,DC,3.885,27195.0,09/18/2012,
20008,DC,3.885,27195.0,09/18/2012,
20009,DC,3.91,16617.0,8-6-2012,
20003,DC,3.91,23113.0,10-11-2010,
20008,DC,3.91,36498.13,10/25/2010,
20015,DC,3.91,22515.0,01/26/2011,
20016,DC,3.91,23613.0,07/21/2011,
20009,DC,3.91,16617.0,8-6-2012,
20003,DC,3.91,,10-11-2010,
20008,DC,3.91,,10/25/2010,
20036,DC,3.91,81488.0,7-2-2011,
20008,DC,3.91,16732.0,06/28/2011,
20003,DC,3.92,15876.0,09/26/2012,
20011,DC,3.92,14213.0,10-11-2012,
20007,DC,3.92,16895.0,10/17/2012,
20003,DC,3.92,15876.0,09/26/2012,
20011,DC,3.92,14213.0,10-11-2012,
20007,DC,3.92,16895.0,10/17/2012,
20016,DC,3.96,26268.48,8-6-2012,
20002,DC,3.96,30000.0,7-6-2010,
20003,DC,3.96,10920.0,9-7-2010,
20016,DC,3.96,26268.48,8-6-2012,
20002,DC,3.96,30000.0,7-6-2010,
20003,DC,3.96,,9-7-2010,
20003,DC,3.995,18963.0,01/21/2012,
20010,DC,3.995,22685.0,02/13/2012,
20003,DC,3.995,17365.0,04/24/2012,
20003,DC,3.995,18963.0,01/21/2012,
20010,DC,3.995,22685.0,02/13/2012,
20003,DC,3.995,17365.0,04/24/2012,
20002,DC,3.995,15009.0,2-6-2012,
20011,DC,4.0,15800.0,8-6-2012,
20011,DC,4.0,15800.0,08/27/2012,
20003,DC,4.0,23740.0,10-11-2012,
20011,DC,4.0,17000.0,10/17/2012,
20010,DC,4.0,14723.0,12/14/2009,
20002,DC,4.0,24213.0,05/24/2010,
20010,DC,4.0,23136.0,10/25/2010,
20011,DC,4.0,15800.0,8-6-2012,
20011,DC,4.0,15800.0,08/27/2012,
20003,DC,4.0,23740.0,10-11-2012,
20011,DC,4.0,17000.0,10/17/2012,
20010,DC,4.0,,12/14/2009,
20002,DC,4.0,24213.0,05/24/2010,
20010,DC,4.0,,10/25/2010,
20015,DC,4.025,29785.0,05/24/2010,
20015,DC,4.025,29785.0,05/24/2010,
20011,DC,4.032,26127.0,10-11-2010,
20011,DC,4.032,,10-11-2010,
20011,DC,4.032,,03/21/2011,
20010,DC,4.05,36700.0,09/30/2009,
20008,DC,4.05,42637.0,09/30/2009,
20008,DC,4.05,36450.0,09/30/2009,
20016,DC,4.05,26197.0,10-6-2010,
20002,DC,4.05,28477.0,10-11-2010,
20002,DC,4.05,25313.0,06/20/2011,
20015,DC,4.05,25110.0,8-6-2011,
20010,DC,4.05,36700.0,09/30/2009,
20008,DC,4.05,42637.0,09/30/2009,
20008,DC,4.05,36450.0,09/30/2009,
20002,DC,4.05,,10-11-2010,
20016,DC,4.05,,10-6-2010,
20011,DC,4.05,23361.0,06/28/2011,
20011,DC,4.05,21199.0,06/28/2011,
20010,DC,4.07,31200.0,12/23/2010,
20010,DC,4.07,31200.0,12/23/2010,
20003,DC,4.07,487915.0,06/28/2011,
20009,DC,4.08,20298.0,10-1-2012,
20009,DC,4.08,20298.0,10-1-2012,
20009,DC,4.1,32900.0,09/30/2009,
20003,DC,4.1,7757.0,9-10-2010,
20003,DC,4.1,24575.0,1-10-2011,
20011,DC,4.1,30760.0,02/19/2013,
20009,DC,4.1,32900.0,09/30/2009,
20003,DC,4.1,,9-10-2010,
20003,DC,4.1,24575.0,1-10-2011,
20002,DC,4.1,25313.0,06/20/2011,
20007,DC,4.12,,10-8-2011,
20002,DC,4.12,12247.0,06/16/2011,
20015,DC,4.14,30015.0,2-6-2012,
20002,DC,4.14,27209.0,02/29/2012,
20002,DC,4.14,23391.0,4-7-2012,
20002,DC,4.14,20244.0,4-7-2012,
20003,DC,4.14,20286.0,4-10-2012,
20003,DC,4.14,18216.0,05/19/2012,
20016,DC,4.14,30417.0,06/17/2012,
20010,DC,4.14,31878.0,8-6-2012,
20002,DC,4.14,19044.0,09/18/2012,
20011,DC,4.14,17300.0,09/18/2012,
20003,DC,4.14,42100.0,09/30/2009,
20015,DC,4.14,30947.0,8-9-2010,
20009,DC,4.14,15577.0,08/25/2010,
20002,DC,4.14,23184.0,08/31/2010,
20016,DC,4.14,32685.0,10-11-2010,
20002,DC,4.14,24243.0,10-11-2010,
20001,DC,4.14,23813.0,11/27/2010,
20002,DC,4.14,24196.0,01/25/2011,
20016,DC,4.14,30787.0,08/15/2011,
20015,DC,4.14,30015.0,2-6-2012,
20002,DC,4.14,27209.0,02/29/2012,
20002,DC,4.14,23391.0,4-7-2012,
20002,DC,4.14,20244.0,4-7-2012,
20003,DC,4.14,20286.0,4-10-2012,
20003,DC,4.14,18216.0,05/19/2012,
20016,DC,4.14,30417.0,06/17/2012,
20010,DC,4.14,31878.0,8-6-2012,
20002,DC,4.14,19044.0,09/18/2012,
20011,DC,4.14,17300.0,09/18/2012,
20003,DC,4.14,42100.0,09/30/2009,
20015,DC,4.14,,8-9-2010,
20002,DC,4.14,,08/31/2010,
20009,DC,4.14,,08/25/2010,
20016,DC,4.14,,10-11-2010,
20002,DC,4.14,24243.0,10-11-2010,
20001,DC,4.14,,11/27/2010,
20015,DC,4.14,30015.0,2-6-2012,
20003,DC,4.14,18314.0,06/16/2011,
20002,DC,4.14,30454.0,06/15/2011,
20002,DC,4.14,36999.0,06/15/2011,
20016,DC,4.14,,7-5-2011,
20003,DC,4.18,20795.5,07/14/2012,
20010,DC,4.18,31080.0,09/30/2009,
20003,DC,4.18,20795.5,07/14/2012,
20010,DC,4.18,31080.0,09/30/2009,
20003,DC,4.18,,08/23/2012,
20007,DC,4.2,40458.0,05/24/2010,
20007,DC,4.2,,05/24/2010,
20011,DC,4.23,13701.72,4-5-2012,
20007,DC,4.23,17396.0,6-4-2012,
20016,DC,4.23,21553.0,6-12-2012,
20001,DC,4.23,18189.0,08/20/2012,
20007,DC,4.23,22962.0,08/27/2012,
20003,DC,4.23,18231.0,10-11-2012,
20003,DC,4.23,18189.0,10-11-2012,
20010,DC,4.23,18798.0,10/17/2012,
20020,DC,4.23,20580.0,12/26/2012,
20011,DC,4.23,13701.72,4-5-2012,
20007,DC,4.23,17396.0,6-4-2012,
20016,DC,4.23,21553.0,6-12-2012,
20001,DC,4.23,18189.0,08/20/2012,
20007,DC,4.23,22962.0,08/27/2012,
20003,DC,4.23,18231.0,10-11-2012,
20003,DC,4.23,18189.0,10-11-2012,
20010,DC,4.23,18798.0,10/17/2012,
20020,DC,4.23,20580.0,12/26/2012,
20002,DC,4.23,18129.0,02/19/2013,
20011,DC,4.23,,12-2-2011,
20012,DC,4.23,,05/23/2011,
20016,DC,4.23,,9-11-2012,
20008,DC,4.255,27632.0,10-8-2011,
20002,DC,4.255,,06/15/2011,
20003,DC,4.275,26291.0,07/19/2011,
20007,DC,4.275,20888.0,06/15/2011,
20002,DC,4.3,26700.0,02/22/2011,
20007,DC,4.3,28296.0,06/15/2011,
20002,DC,4.32,22024.0,7-2-2012,
20002,DC,4.32,18819.0,8-6-2012,
20012,DC,4.32,17883.0,08/20/2012,
20001,DC,4.32,21492.0,09/18/2012,
20001,DC,4.32,21492.0,09/18/2012,
20003,DC,4.32,11940.0,09/18/2012,
20007,DC,4.32,18500.0,06/15/2011,
20007,DC,4.32,28296.0,06/15/2011,
20002,DC,4.32,22024.0,7-2-2012,
20002,DC,4.32,18819.0,8-6-2012,
20012,DC,4.32,17883.0,08/20/2012,
20001,DC,4.32,21492.0,09/18/2012,
20001,DC,4.32,21492.0,09/18/2012,
20003,DC,4.32,11940.0,09/18/2012,
20002,DC,4.32,0.0,7-1-2011,
20007,DC,4.32,18500.0,06/15/2011,
20009,DC,4.32,25511.0,06/15/2011,
20002,DC,4.37,20757.0,01/21/2012,
20010,DC,4.37,20502.0,2-6-2012,
20002,DC,4.37,19833.0,05/19/2012,
20011,DC,4.37,19970.0,10-11-2012,
20008,DC,4.37,28327.0,10/25/2010,
20003,DC,4.37,24885.0,11/26/2010,
20009,DC,4.37,24835.0,11/29/2010,
20003,DC,4.37,29064.0,12/23/2010,
20009,DC,4.37,25511.0,06/15/2011,
20010,DC,4.37,26646.0,07/19/2011,
20016,DC,4.37,28662.29,12-12-2011,
20002,DC,4.37,20757.0,01/21/2012,
20010,DC,4.37,20502.0,2-6-2012,
20002,DC,4.37,19833.0,05/19/2012,
20011,DC,4.37,19970.0,10-11-2012,
20008,DC,4.37,,10/25/2010,
20003,DC,4.37,29064.0,12/23/2010,
20009,DC,4.37,24835.0,11/29/2010,
20003,DC,4.37,24885.0,11/26/2010,
20008,DC,4.37,35844.0,2-6-2012,
20010,DC,4.37,20502.0,2-6-2012,
20017,DC,4.37,20795.0,2-6-2012,
20002,DC,4.37,26678.0,06/15/2011,
20003,DC,4.37,34256.0,06/15/2011,
20009,DC,4.37,27540.0,06/15/2011,
20010,DC,4.37,37186.0,06/15/2011,
20011,DC,4.37,30672.0,06/15/2011,
20016,DC,4.37,,4-6-2011,
20026,DC,4.4,13134.0,08/27/2012,
20003,DC,4.4,25600.0,05/13/2010,
20015,DC,4.4,56044.0,7-2-2011,
20001,DC,4.4,28451.0,8-6-2011,
20026,DC,4.4,13134.0,08/27/2012,
20003,DC,4.4,25600.0,05/13/2010,
20007,DC,4.4,33846.0,06/15/2011,
20019,DC,4.4,32397.0,06/15/2011,
20012,DC,4.41,16974.0,10-11-2012,
20012,DC,4.41,16974.0,10-11-2012,
20002,DC,4.42,24990.0,06/17/2012,
20002,DC,4.42,24990.0,06/17/2012,
20002,DC,4.465,24715.0,02/21/2012,
20036,DC,4.465,21155.0,02/29/2012,
20010,DC,4.465,24396.0,10-8-2011,
20002,DC,4.465,24715.0,02/21/2012,
20036,DC,4.465,21155.0,02/29/2012,
20015,DC,4.465,42400.0,01/31/2012,
20016,DC,4.465,,06/15/2011,
20017,DC,4.476,33332.0,09/13/2011,
20007,DC,4.476,34250.0,5-11-2011,
20005,DC,4.48,43500.0,7-6-2010,
20005,DC,4.48,43500.0,7-6-2010,
20002,DC,4.5,24182.0,8-6-2012,
20010,DC,4.5,17550.0,8-6-2012,
20016,DC,4.5,19375.0,09/18/2012,
20010,DC,4.5,17550.0,09/18/2012,
20003,DC,4.5,27945.0,09/18/2012,
20003,DC,4.5,24923.0,9-1-2010,
20015,DC,4.5,28779.0,9-1-2010,
20018,DC,4.5,31407.0,10-11-2010,
20002,DC,4.5,8190.0,11/29/2010,
20016,DC,4.5,29475.0,12/23/2010,
20015,DC,4.5,33975.0,1-4-2011,
20009,DC,4.5,27540.0,06/15/2011,
20003,DC,4.5,25858.0,08/15/2011,
20002,DC,4.5,24182.0,8-6-2012,
20010,DC,4.5,17550.0,8-6-2012,
20016,DC,4.5,19375.0,09/18/2012,
20010,DC,4.5,17550.0,09/18/2012,
20003,DC,4.5,27945.0,09/18/2012,
20018,DC,4.5,41100.0,09/30/2009,
20018,DC,4.5,,10-11-2010,
20003,DC,4.5,,9-1-2010,
20015,DC,4.5,,9-1-2010,
20002,DC,4.5,8190.0,11/29/2010,
20016,DC,4.5,,12/23/2010,
20015,DC,4.5,33975.0,1-4-2011,
20010,DC,4.5,33232.5,03/14/2011,
20010,DC,4.5,21670.0,03/14/2011,
20003,DC,4.5,,3-3-2011,
20007,DC,4.5,53087.0,3-3-2011,
20016,DC,4.5,,3-3-2011,
20007,DC,4.51,,11/18/2009,
20007,DC,4.51,,11/18/2009,
20015,DC,4.55,33351.0,10-11-2010,
20015,DC,4.55,,10-11-2010,
20009,DC,4.56,12120.0,9-6-2010,
20009,DC,4.56,,9-6-2010,
20003,DC,4.6,20010.0,4-10-2012,
20002,DC,4.6,21641.0,6-12-2012,
20012,DC,4.6,21657.0,06/17/2012,
20003,DC,4.6,14100.0,8-6-2012,
20003,DC,4.6,19550.0,08/20/2012,
20003,DC,4.6,23308.0,09/19/2012,
20003,DC,4.6,27149.0,05/24/2010,
20003,DC,4.6,27714.0,06/21/2010,
20001,DC,4.6,28596.74,08/17/2010,
20002,DC,4.6,30177.0,08/31/2010,
20007,DC,4.6,28228.0,10/25/2010,
20003,DC,4.6,26710.0,10/25/2010,
20007,DC,4.6,26558.0,11/26/2010,
20003,DC,4.6,,3-3-2011,
20002,DC,4.6,26678.0,06/15/2011,
20003,DC,4.6,20010.0,4-10-2012,
20002,DC,4.6,21641.0,6-12-2012,
20012,DC,4.6,21657.0,06/17/2012,
20003,DC,4.6,14100.0,8-6-2012,
20003,DC,4.6,19550.0,08/20/2012,
20003,DC,4.6,23308.0,09/19/2012,
20003,DC,4.6,27149.0,05/24/2010,
20003,DC,4.6,27714.0,06/21/2010,
20002,DC,4.6,,08/31/2010,
20001,DC,4.6,,08/17/2010,
20007,DC,4.6,,10/25/2010,
20003,DC,4.6,,10/25/2010,
20003,DC,4.6,,1-10-2011,
20007,DC,4.6,26558.0,11/26/2010,
20003,DC,4.6,,3-2-2011,
20015,DC,4.6,56813.0,3-2-2011,
20002,DC,4.6,26700.0,02/22/2011,
20002,DC,4.62,9938.0,02/21/2012,
20002,DC,4.62,9938.0,02/21/2012,
20015,DC,4.62,34718.0,01/23/2012,
20002,DC,4.68,23283.0,10-11-2012,
20002,DC,4.68,23283.0,10-11-2012,
20011,DC,4.7,20445.0,10-11-2012,
20011,DC,4.7,19270.0,10/22/2012,
20011,DC,4.7,20445.0,10-11-2012,
20011,DC,4.7,19270.0,10/22/2012,
20011,DC,4.725,35734.0,6-3-2010,
20015,DC,4.725,38352.0,7-6-2010,
20007,DC,4.725,5158.0,10/25/2010,
20003,DC,4.725,34256.0,06/15/2011,
20011,DC,4.725,23361.0,06/28/2011,
20001,DC,4.725,,09/30/2009,
20011,DC,4.725,35734.0,6-3-2010,
20015,DC,4.725,38352.0,7-6-2010,
20007,DC,4.725,,10/25/2010,
20002,DC,4.725,35542.0,02/22/2011,
20008,DC,4.725,35555.0,02/22/2011,
20010,DC,4.75,18525.0,10-1-2012,
20010,DC,4.75,30605.0,10-11-2010,
20010,DC,4.75,18525.0,10-1-2012,
20010,DC,4.75,,10-11-2010,
20010,DC,4.8,19600.0,4-7-2012,
20002,DC,4.8,28670.0,09/19/2012,
20010,DC,4.8,36345.0,11/24/2009,
20003,DC,4.8,30368.0,05/24/2010,
20010,DC,4.8,19600.0,4-7-2012,
20002,DC,4.8,28670.0,09/19/2012,
20010,DC,4.8,,11/24/2009,
20003,DC,4.8,30368.0,05/24/2010,
20002,DC,4.8,,10-11-2012,
20003,DC,4.83,22548.0,04/24/2012,
20010,DC,4.83,23667.0,6-4-2012,
20001,DC,4.83,27000.0,06/17/2012,
20003,DC,4.83,21654.0,09/18/2012,
20003,DC,4.83,27418.0,11/29/2010,
20016,DC,4.83,27675.0,11/29/2010,
20016,DC,4.83,30057.0,7-2-2011,
20016,DC,4.83,32378.0,8-6-2011,
20003,DC,4.83,22548.0,04/24/2012,
20010,DC,4.83,23667.0,6-4-2012,
20001,DC,4.83,27000.0,06/17/2012,
20003,DC,4.83,21654.0,09/18/2012,
20003,DC,4.83,,11/29/2010,
20016,DC,4.83,27675.0,11/29/2010,
20012,DC,4.83,113400.0,02/22/2011,
20011,DC,4.83,106520.0,02/21/2011,
20001,DC,4.83,22500.0,01/26/2011,
20003,DC,4.83,18520.5,01/26/2011,
20016,DC,4.83,,03/21/2011,
20002,DC,4.86,37474.2,01/21/2011,
20020,DC,4.86,23301.0,01/26/2011,
20008,DC,4.875,26875.0,08/25/2010,
20008,DC,4.875,,08/25/2010,
20010,DC,4.9,19110.0,09/18/2012,
20010,DC,4.9,19110.0,09/18/2012,
20002,DC,4.93,20492.0,10-11-2012,
20002,DC,4.93,20492.0,10-11-2012,
20003,DC,4.935,21122.0,10-11-2012,
20002,DC,4.935,21457.0,10/17/2012,
20003,DC,4.935,21122.0,10-11-2012,
20002,DC,4.935,21457.0,10/17/2012,
20002,DC,4.94,31750.0,08/25/2010,
20002,DC,4.94,,08/25/2010,
20036,DC,4.95,49259.0,08/25/2010,
20007,DC,4.95,34250.0,5-11-2011,
20036,DC,4.95,,08/25/2010,
20010,DC,4.95,20451.33,01/26/2011,
20011,DC,4.995,26973.0,01/26/2011,
20010,DC,4.995,47473.0,01/26/2011,
20010,DC,5.0,20100.0,09/18/2012,
20019,DC,5.0,37500.0,12/14/2009,
20011,DC,5.0,25000.0,6-3-2010,
20009,DC,5.0,43000.0,9-1-2010,
20010,DC,5.0,20100.0,09/18/2012,
20019,DC,5.0,,12/14/2009,
20011,DC,5.0,25000.0,6-3-2010,
20009,DC,5.0,,9-1-2010,
20010,DC,5.004,14536.66,07/14/2012,
20010,DC,5.004,14536.66,07/14/2012,
20003,DC,5.04,21638.0,10-1-2012,
20007,DC,5.04,7131.0,08/25/2010,
20010,DC,5.04,33264.0,11/27/2010,
20003,DC,5.04,21638.0,10-1-2012,
20007,DC,5.04,,08/25/2010,
20010,DC,5.04,33264.0,11/27/2010,
20007,DC,5.04,25599.0,01/26/2011,
20017,DC,5.06,20795.0,2-6-2012,
20002,DC,5.06,28114.0,02/21/2012,
20009,DC,5.06,33661.0,09/30/2009,
20003,DC,5.06,27504.0,9-1-2010,
20003,DC,5.06,34350.0,09/15/2010,
20003,DC,5.06,28303.0,09/22/2010,
20003,DC,5.06,29322.0,10-11-2010,
20003,DC,5.06,34205.0,11/29/2010,
20017,DC,5.06,20795.0,2-6-2012,
20009,DC,5.06,33661.0,09/30/2009,
20003,DC,5.06,,09/15/2010,
20003,DC,5.06,,9-1-2010,
20003,DC,5.06,,09/22/2010,
20003,DC,5.06,,10-11-2010,
20003,DC,5.06,34205.0,11/29/2010,
20002,DC,5.06,35000.0,01/21/2012,
20016,DC,5.06,21700.0,01/21/2012,
20015,DC,5.06,22515.0,01/26/2011,
20003,DC,5.075,33919.0,6-3-2010,
20003,DC,5.075,33919.0,6-3-2010,
20003,DC,5.13,39244.0,09/30/2009,
20003,DC,5.13,32781.0,11/29/2010,
20003,DC,5.13,39244.0,09/30/2009,
20003,DC,5.13,32781.0,11/29/2010,
20011,DC,5.13,26973.0,01/26/2011,
20010,DC,5.16,37186.0,06/15/2011,
20015,DC,5.16,26854.0,05/19/2012,
20010,DC,5.16,32135.0,01/26/2011,
20015,DC,5.16,26854.0,05/19/2012,
20003,DC,5.17,23000.0,02/13/2012,
20007,DC,5.17,22264.0,10-3-2012,
20007,DC,5.17,26774.0,10-11-2012,
20017,DC,5.17,20849.0,10-11-2012,
20010,DC,5.17,22374.0,10-11-2012,
20001,DC,5.17,21456.0,10-11-2012,
20003,DC,5.17,23000.0,02/13/2012,
20007,DC,5.17,22264.0,10-3-2012,
20007,DC,5.17,26774.0,10-11-2012,
20017,DC,5.17,20849.0,10-11-2012,
20010,DC,5.17,22374.0,10-11-2012,
20001,DC,5.17,21456.0,10-11-2012,
20007,DC,5.17,20786.0,01/21/2012,
20011,DC,5.175,26486.0,6-4-2012,
20010,DC,5.175,35937.0,08/25/2010,
20015,DC,5.175,42630.0,01/21/2011,
20011,DC,5.175,26486.0,6-4-2012,
20010,DC,5.175,,08/25/2010,
20005,DC,5.175,40000.0,01/26/2011,
20002,DC,5.22,32988.0,12/17/2010,
20002,DC,5.22,32988.0,12/17/2010,
20002,DC,5.22,24196.0,01/25/2011,
20015,DC,5.25,22404.0,06/17/2012,
20010,DC,5.25,21450.0,10-11-2012,
20015,DC,5.25,35437.0,12/28/2009,
20010,DC,5.25,33232.5,03/14/2011,
20016,DC,5.25,,09/23/2011,
20015,DC,5.25,22404.0,06/17/2012,
20010,DC,5.25,21450.0,10-11-2012,
20016,DC,5.25,24454.0,02/19/2013,
20015,DC,5.25,,12/28/2009,
20008,DC,5.25,34437.0,01/25/2011,
20009,DC,5.25,20320.0,01/21/2011,
20011,DC,5.28,21500.0,10-11-2012,
20011,DC,5.28,21500.0,10-11-2012,
20009,DC,5.29,35622.0,10/25/2010,
20009,DC,5.29,,10/25/2010,
20010,DC,5.3,35406.0,08/17/2010,
20010,DC,5.3,,08/17/2010,
20009,DC,5.39,21259.0,10-11-2012,
20010,DC,5.39,32757.0,10/25/2010,
20009,DC,5.39,21259.0,10-11-2012,
20010,DC,5.39,,10/25/2010,
20009,DC,5.4,49700.0,09/30/2009,
20008,DC,5.4,41040.0,06/21/2010,
20010,DC,5.4,31089.0,08/25/2010,
20016,DC,5.4,,3-3-2011,
20011,DC,5.4,30672.0,06/15/2011,
20010,DC,5.4,29592.0,7-2-2011,
20010,DC,5.4,32940.0,08/15/2011,
20009,DC,5.4,49700.0,09/30/2009,
20008,DC,5.4,,06/21/2010,
20010,DC,5.4,,08/25/2010,
20002,DC,5.4,37474.2,01/21/2011,
20015,DC,5.4,42630.0,01/21/2011,
20016,DC,5.4,25200.0,01/21/2011,
20010,DC,5.4,21900.0,01/20/2011,
20020,DC,5.4,,07/21/2011,
20003,DC,5.4,,06/23/2011,
20018,DC,5.4,,07/14/2011,
20002,DC,5.405,29507.0,08/27/2012,
20002,DC,5.405,29507.0,08/27/2012,
20002,DC,5.46,,06/23/2011,
20007,DC,5.5,23232.0,8-6-2012,
20011,DC,5.5,22274.0,08/27/2012,
20007,DC,5.5,23232.0,8-6-2012,
20011,DC,5.5,22274.0,08/27/2012,
20009,DC,5.5,0.0,1-1-2011,
20001,DC,5.52,25184.0,02/13/2012,
20002,DC,5.52,25831.0,02/21/2012,
20008,DC,5.52,41234.0,8-9-2010,
20003,DC,5.52,39200.0,08/31/2010,
20007,DC,5.52,31095.0,9-7-2010,
20009,DC,5.52,22500.0,10-12-2010,
20002,DC,5.52,32356.0,11/26/2010,
20003,DC,5.52,31093.0,11/29/2010,
20003,DC,5.52,31615.0,12/23/2010,
20001,DC,5.52,25184.0,02/13/2012,
20002,DC,5.52,25831.0,02/21/2012,
20008,DC,5.52,,8-9-2010,
20003,DC,5.52,,08/31/2010,
20009,DC,5.52,,10-12-2010,
20007,DC,5.52,,9-7-2010,
20003,DC,5.52,31093.0,11/29/2010,
20003,DC,5.52,31615.0,12/23/2010,
20002,DC,5.52,32356.0,11/26/2010,
20002,DC,5.52,20757.0,01/21/2012,
20003,DC,5.52,18963.0,01/21/2012,
20008,DC,5.52,,03/21/2011,
20009,DC,5.54,29600.0,7-9-2012,
20009,DC,5.54,29600.0,7-9-2012,
20015,DC,5.55,39682.0,01/21/2012,
20015,DC,5.55,33734.0,12/23/2010,
20015,DC,5.55,39682.0,01/21/2012,
20015,DC,5.55,33734.0,12/23/2010,
20015,DC,5.55,39682.0,01/21/2012,
20012,DC,5.6,28125.0,10-8-2011,
20008,DC,5.625,35844.0,2-6-2012,
20011,DC,5.625,30371.17,10-11-2010,
20010,DC,5.625,32484.0,7-2-2011,
20008,DC,5.625,35844.0,2-6-2012,
20011,DC,5.625,,10-11-2010,
20009,DC,5.625,34830.0,01/21/2012,
20009,DC,5.64,27462.0,09/19/2012,
20001,DC,5.64,23500.0,10-11-2012,
20002,DC,5.64,37637.0,10/25/2010,
20010,DC,5.64,24576.5,08/20/2012,
20009,DC,5.64,27462.0,09/19/2012,
20001,DC,5.64,23500.0,10-11-2012,
20002,DC,5.64,,10/25/2010,
20002,DC,5.64,,03/21/2011,
20010,DC,5.64,24576.5,08/20/2012,
20002,DC,5.7,31086.0,08/17/2010,
20003,DC,5.7,30000.0,08/31/2010,
20002,DC,5.7,,08/17/2010,
20003,DC,5.7,,08/31/2010,
20007,DC,5.72,22925.0,09/18/2012,
20016,DC,5.72,37752.0,10/17/2012,
20007,DC,5.72,22925.0,09/18/2012,
20016,DC,5.72,37752.0,10/17/2012,
20002,DC,5.75,27693.0,8-6-2012,
20002,DC,5.75,25587.0,08/20/2012,
20002,DC,5.75,29600.0,09/19/2012,
20003,DC,5.75,31977.0,9-7-2010,
20002,DC,5.75,31448.0,1-10-2011,
20010,DC,5.75,32135.0,01/26/2011,
20002,DC,5.75,33000.0,07/19/2011,
20002,DC,5.75,27693.0,8-6-2012,
20002,DC,5.75,25587.0,08/20/2012,
20002,DC,5.75,29600.0,09/19/2012,
20003,DC,5.75,,9-7-2010,
20002,DC,5.75,31448.0,1-10-2011,
20020,DC,5.76,18544.0,10-1-2012,
20010,DC,5.76,28656.0,10-11-2012,
20008,DC,5.76,28656.0,10-11-2012,
20016,DC,5.76,10228.0,10-11-2010,
20020,DC,5.76,18544.0,10-1-2012,
20010,DC,5.76,28656.0,10-11-2012,
20008,DC,5.76,28656.0,10-11-2012,
20016,DC,5.76,,10-11-2010,
20008,DC,5.76,,08/13/2012,
20009,DC,5.805,34830.0,01/21/2012,
20009,DC,5.805,34830.0,01/21/2012,
20007,DC,5.805,15162.0,12-12-2011,
20002,DC,5.85,36967.0,8-10-2010,
20003,DC,5.85,33286.0,09/22/2010,
20002,DC,5.85,,8-10-2010,
20003,DC,5.85,,09/22/2010,
20011,DC,5.875,24438.0,10-11-2012,
20011,DC,5.875,24438.0,10-11-2012,
