Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=maxsize=30600&minsize=10&state=CA
92225,CA,10.0,54397.16,12-12-2013,
92234,CA,10.0,51780.0,1-10-2012,
92234,CA,10.0,49000.0,01/14/2014,
90274,CA,10.0,40977.0,1-2-2014,
90274,CA,10.0,61479.19,11-6-2013,
90274,CA,10.0,40194.0,7-10-2013,
90275,CA,10.0,44780.0,3-11-2013,
91710,CA,10.0,65811.9,10-12-2007,
94010,CA,10.0,75035.0,10/16/2007,
94538,CA,10.0,167600.0,10/18/2007,
90402,CA,10.0,59000.0,01/28/2014,
90402,CA,10.0,80714.18,09/17/2009,
94027,CA,10.0,74465.0,12-4-2007,
91320,CA,10.0,46600.0,09/16/2013,
91320,CA,10.0,49000.0,2-7-2014,
91320,CA,10.0,49000.0,2-6-2014,
91311,CA,10.0,0.0,7-11-2013,
91307,CA,10.0,0.0,7-10-2013,
91325,CA,10.0,0.0,09/19/2013,
91361,CA,10.0,38710.0,2-12-2014,
91311,CA,10.0,0.0,11/20/2013,
91311,CA,10.0,0.0,10/25/2013,
91364,CA,10.0,0.0,11-4-2013,
91311,CA,10.0,0.0,10/18/2013,
95843,CA,10.0,69500.0,07/29/2009,
92234,CA,10.0,54291.0,8-5-2011,
92234,CA,10.0,43000.0,01/14/2014,
92234,CA,10.0,37433.0,12/16/2013,
92260,CA,10.0,45000.0,11/26/2013,
92260,CA,10.0,52078.0,11/16/2011,
92262,CA,10.0,51000.0,02/28/2013,
91377,CA,10.0,28200.0,06/24/2013,
91381,CA,10.0,39145.0,01/18/2013,
91390,CA,10.0,37500.0,04/17/2013,
91701,CA,10.0,48031.0,11/19/2013,
91701,CA,10.0,48400.0,1-2-2014,
95831,CA,10.0,57500.0,05/21/2013,
95610,CA,10.0,0.0,08/14/2013,
95632,CA,10.0,0.0,9-6-2013,
95757,CA,10.0,0.0,09/30/2013,
95835,CA,10.0,0.0,11/13/2013,
90631,CA,10.0,48273.85,5-11-2012,
90703,CA,10.0,40340.0,07/18/2012,
90703,CA,10.0,38000.0,12-6-2012,
94549,CA,10.0,64784.98,11-6-2009,
90808,CA,10.0,43121.0,2-3-2014,
90815,CA,10.0,43120.0,01/27/2014,
91007,CA,10.0,40600.0,12-3-2013,
95603,CA,10.0,64340.0,02/29/2008,
91710,CA,10.0,65811.9,11/28/2007,
91710,CA,10.0,49000.0,01/28/2014,
91301,CA,10.0,38908.0,2-11-2013,
91301,CA,10.0,46361.0,05/24/2013,
91302,CA,10.0,48000.0,12-2-2013,
91320,CA,10.0,29900.0,10-9-2013,
91739,CA,10.0,0.0,9-6-2013,
91739,CA,10.0,42000.0,10/16/2013,
91739,CA,10.0,37100.0,8-5-2013,
93291,CA,10.0,108330.0,9-5-2008,
90621,CA,10.0,37998.0,10/24/2013,
94538,CA,10.0,167600.0,08/21/2008,
95123,CA,10.0,85400.0,04/23/2007,
95973,CA,10.0,96264.06,06/22/2008,
94305,CA,10.0,71265.93,07/16/2007,
94010,CA,10.0,87914.0,07/19/2007,
91748,CA,10.0,63650.0,05/18/2010,
95603,CA,10.0,58944.0,8-3-2010,
92264,CA,10.0,49951.48,11/22/2010,
92861,CA,10.0,77499.95,04/29/2009,
95220,CA,10.0,56399.99,06/30/2009,
94550,CA,10.0,62200.0,03/31/2010,
91403,CA,10.0,93500.0,01/26/2009,
91364,CA,10.0,96240.0,1-5-2009,
91401,CA,10.0,69300.0,3-1-2007,
91042,CA,10.0,102656.79,02/20/2007,
91324,CA,10.0,56743.2,5-3-2011,
91325,CA,10.0,57576.0,05/20/2011,
91316,CA,10.0,59192.0,11/22/2011,
91325,CA,10.0,61440.0,02/17/2011,
92270,CA,10.0,29671.0,04/25/2012,
91733,CA,10.0,111000.0,04/28/2003,
94518,CA,10.0,82807.0,12-8-2004,
93066,CA,10.0,77530.87,12/15/2005,
93105,CA,10.0,49000.0,01/31/2014,
95037,CA,10.0,45187.0,3-7-2013,
95070,CA,10.0,51022.59,04/24/2013,
95123,CA,10.0,85400.0,6-11-2007,
95220,CA,10.0,56399.99,07/29/2009,
95247,CA,10.0,41283.95,12/19/2012,
95249,CA,10.0,50003.48,02/21/2013,
95320,CA,10.0,43000.0,3-12-2013,
95340,CA,10.0,45460.0,04/26/2013,
95361,CA,10.0,29235.0,01/31/2013,
95376,CA,10.0,52000.0,12/26/2011,
95377,CA,10.0,42235.97,01/22/2013,
95403,CA,10.0,60075.0,1-3-2013,
95603,CA,10.0,58944.0,09/16/2010,
95603,CA,10.0,64340.0,03/26/2008,
90210,CA,10.0,43500.0,3-7-2013,
95650,CA,10.0,39935.69,03/14/2013,
95682,CA,10.0,54623.95,06/14/2013,
95682,CA,10.0,44781.0,04/17/2013,
90064,CA,10.0,0.0,05/31/2013,
95687,CA,10.0,37786.0,11-6-2012,
95692,CA,10.0,35000.0,12/27/2011,
91325,CA,10.0,41800.0,11/26/2013,
91343,CA,10.0,49200.0,12-3-2013,
91604,CA,10.0,30029.0,10-4-2013,
91364,CA,10.0,31850.0,07/26/2013,
91304,CA,10.0,0.0,10/24/2013,
91345,CA,10.0,0.0,11/14/2013,
90007,CA,10.0,49000.0,3-12-2014,
91364,CA,10.0,0.0,01/13/2013,
91364,CA,10.0,49000.0,02/27/2014,
95901,CA,10.0,41160.0,4-12-2013,
95932,CA,10.0,82463.0,06/25/2009,
91978,CA,10.0,41119.0,10/19/2012,
95959,CA,10.0,45536.77,1-3-2013,
95973,CA,10.0,33623.0,06/13/2013,
96073,CA,10.0,78562.0,04/24/2013,
90056,CA,10.0,55554.0,09/26/2013,
95819,CA,10.0,,1-1-2004,
95632,CA,10.0,,4-5-2005,
92019,CA,10.0,53735.0,4-9-2012,
92021,CA,10.0,46924.0,01/28/2012,
92024,CA,10.0,41000.0,3-7-2013,
92064,CA,10.0,60961.0,09/26/2011,
92082,CA,10.0,31642.0,12/30/2013,
92082,CA,10.0,32599.0,1-10-2014,
94566,CA,10.0,46328.0,08/23/2011,
92399,CA,10.0,40000.0,07/23/2010,
94970,CA,10.0,56949.03,11/15/2011,
94550,CA,10.0,56608.0,09/27/2012,
94566,CA,10.0,39985.0,12-3-2012,
95361,CA,10.0,50000.0,8-8-2012,
95361,CA,10.0,42998.0,12-5-2012,
95453,CA,10.0,48666.64,4-9-2012,
95682,CA,10.0,34300.0,09/19/2012,
95682,CA,10.0,34060.0,12-12-2012,
95746,CA,10.0,33000.0,11-5-2012,
95765,CA,10.0,40577.52,03/15/2012,
91362,CA,10.0,42577.0,06/26/2012,
91739,CA,10.0,45404.37,04/13/2012,
92211,CA,10.0,46413.09,03/30/2012,
92260,CA,10.0,45726.0,07/26/2012,
92260,CA,10.0,45726.0,5-10-2012,
92260,CA,10.0,44726.85,03/13/2012,
92260,CA,10.0,51502.0,01/13/2012,
92260,CA,10.0,51354.26,2-1-2012,
92262,CA,10.0,51158.74,5-10-2012,
92264,CA,10.0,49389.51,4-9-2012,
92563,CA,10.0,43883.0,04/20/2012,
93066,CA,10.0,38505.75,1-11-2012,
92399,CA,10.0,0.0,12-12-2013,
92399,CA,10.0,55389.0,06/17/2013,
92399,CA,10.0,49000.0,2-10-2014,
92399,CA,10.0,0.0,11-11-2013,
92399,CA,10.0,62485.0,12-6-2013,
92404,CA,10.0,49000.0,02/21/2014,
92530,CA,10.0,35500.0,9-9-2013,
92544,CA,10.0,45097.1,09/23/2013,
92557,CA,10.0,0.0,12/14/2013,
92562,CA,10.0,45600.0,01/23/2014,
92562,CA,10.0,46275.0,01/15/2014,
92562,CA,10.0,39201.82,11/22/2013,
92562,CA,10.0,43095.0,08/27/2012,
92562,CA,10.0,46283.65,11-2-2011,
92563,CA,10.0,46566.0,11/26/2013,
92563,CA,10.0,43033.4,10-12-2013,
92563,CA,10.0,41822.0,05/21/2013,
92563,CA,10.0,46107.64,8-8-2011,
92570,CA,10.0,48181.93,12/29/2011,
92582,CA,10.0,46470.86,06/17/2013,
92583,CA,10.0,0.0,12/14/2013,
92586,CA,10.0,45249.41,2-7-2014,
92587,CA,10.0,48500.0,12/31/2013,
93312,CA,10.0,36882.0,06/25/2013,
93426,CA,10.0,38827.0,11-1-2013,
93436,CA,10.0,45000.0,3-7-2013,
92591,CA,10.0,54712.89,05/21/2013,
92592,CA,10.0,47000.0,02/26/2014,
92592,CA,10.0,23283.0,01/23/2014,
93612,CA,10.0,45965.8,01/23/2013,
93619,CA,10.0,55330.6,7-11-2013,
93619,CA,10.0,46890.61,01/16/2013,
92595,CA,10.0,46499.0,1-3-2014,
92595,CA,10.0,48500.0,01/14/2014,
92595,CA,10.0,49000.0,01/28/2014,
92595,CA,10.0,46237.0,1-10-2014,
92595,CA,10.0,44500.0,02/20/2014,
92596,CA,10.0,41800.0,11-4-2013,
92606,CA,10.0,49000.0,01/13/2014,
93711,CA,10.0,33000.0,04/19/2013,
92626,CA,10.0,41900.0,6-11-2013,
92649,CA,10.0,49000.0,01/28/2014,
92660,CA,10.0,49000.0,1-6-2014,
92660,CA,10.0,32259.63,2-5-2014,
92679,CA,10.0,49000.0,02/20/2014,
92691,CA,10.0,27200.0,12/17/2013,
94010,CA,10.0,87914.0,10/28/2008,
94010,CA,10.0,75035.0,02/19/2008,
92705,CA,10.0,34759.63,12-3-2013,
92705,CA,10.0,34459.63,11/19/2013,
92705,CA,10.0,49000.0,1-10-2014,
94027,CA,10.0,74465.0,02/27/2008,
92211,CA,10.0,46413.09,12/30/2011,
93257,CA,10.0,49000.0,01/14/2014,
93257,CA,10.0,32500.0,02/26/2014,
92780,CA,10.0,54060.0,04/30/2013,
92821,CA,10.0,48345.0,11-7-2011,
92831,CA,10.0,46437.0,09/24/2013,
92832,CA,10.0,49000.0,02/14/2014,
92833,CA,10.0,49450.12,10-3-2013,
92833,CA,10.0,66470.0,1-2-2013,
94305,CA,10.0,71265.93,1-3-2008,
94507,CA,10.0,82265.0,8-4-2008,
94513,CA,10.0,0.0,08/27/2013,
92835,CA,10.0,51375.0,10/21/2013,
92860,CA,10.0,0.0,11/25/2013,
92861,CA,10.0,77499.95,6-1-2009,
93257,CA,10.0,46000.0,2-1-2013,
93274,CA,10.0,49000.0,2-3-2014,
93277,CA,10.0,36388.0,1-2-2014,
93291,CA,10.0,0.0,06/28/2009,
93292,CA,10.0,0.0,12/13/2013,
93514,CA,10.0,0.0,12/14/2013,
93536,CA,10.0,49000.0,01/30/2014,
93536,CA,10.0,46550.0,1-10-2014,
94553,CA,10.0,46208.0,5-8-2013,
93552,CA,10.0,49000.0,2-10-2014,
93555,CA,10.0,78960.0,11-6-2012,
93561,CA,10.0,47500.0,2-10-2014,
93561,CA,10.0,49000.0,01/14/2014,
91403,CA,10.0,99500.0,01/26/2009,
94583,CA,10.0,0.0,9-6-2013,
92880,CA,10.0,48863.5,08/26/2013,
92881,CA,10.0,42500.0,2-6-2014,
92881,CA,10.0,43500.0,01/22/2014,
92881,CA,10.0,49000.0,01/13/2014,
92881,CA,10.0,44100.0,2-6-2014,
92883,CA,10.0,45506.0,2-11-2014,
92887,CA,10.0,49000.0,12-2-2013,
93010,CA,10.0,38010.0,07/25/2013,
94901,CA,10.0,49652.86,3-7-2013,
94904,CA,10.0,42891.0,01/15/2013,
93023,CA,10.0,36960.0,12/30/2013,
93063,CA,10.0,0.0,12-9-2013,
93065,CA,10.0,19806.2,01/26/2014,
93065,CA,10.0,70000.0,09/23/2013,
93065,CA,10.0,41766.16,08/29/2013,
93065,CA,10.0,0.0,11/22/2013,
92399,CA,10.0,40000.0,02/25/2010,
92570,CA,10.0,48181.93,7-12-2011,
92260,CA,10.0,51354.26,07/18/2011,
92562,CA,10.0,46283.65,8-10-2011,
92821,CA,10.0,48345.0,08/19/2011,
92021,CA,10.0,46924.0,08/23/2011,
90631,CA,10.0,48273.85,08/24/2011,
92210,CA,10.0,52156.8,01/28/2011,
92270,CA,10.0,50504.81,2-3-2011,
92563,CA,10.0,46107.64,03/23/2011,
92234,CA,10.0,54291.0,5-7-2011,
93066,CA,10.0,38505.75,05/20/2011,
92270,CA,10.0,53403.72,05/21/2011,
92270,CA,10.0,52587.09,06/15/2011,
92260,CA,10.0,52078.0,06/27/2011,
92211,CA,10.0,49550.78,06/29/2011,
92270,CA,10.0,54085.0,06/29/2011,
92270,CA,10.0,53632.04,06/29/2011,
92064,CA,10.0,60961.0,7-12-2011,
92270,CA,10.0,49328.0,07/18/2011,
92211,CA,10.0,52078.0,07/22/2011,
92270,CA,10.0,51780.11,8-5-2011,
92270,CA,10.0,51780.11,08/25/2011,
92270,CA,10.0,49131.86,9-8-2011,
92270,CA,10.0,51700.0,09/13/2011,
92234,CA,10.0,51780.0,10/13/2011,
92270,CA,10.0,49963.04,10/17/2011,
92270,CA,10.0,52581.92,10/26/2011,
95692,CA,10.0,35000.0,11-8-2011,
92270,CA,10.0,48366.64,11/15/2011,
95765,CA,10.0,40577.52,11/17/2011,
92210,CA,10.0,50848.0,11/22/2011,
92260,CA,10.0,51502.0,11/22/2011,
95376,CA,10.0,52000.0,12-5-2011,
92260,CA,10.0,44726.85,12-5-2011,
94970,CA,10.0,56949.03,6-8-2010,
90402,CA,10.0,80714.18,05/26/2009,
95932,CA,10.0,82463.0,05/28/2009,
95973,CA,10.0,96264.06,5-1-2008,
94507,CA,10.0,82265.0,10-4-2007,
92264,CA,10.0,49389.51,11-9-2011,
92025,CA,10.0,43735.0,03/28/2012,
92065,CA,10.0,31227.26,07/21/2012,
92025,CA,10.0,43735.0,11/29/2011,
93704,CA,100.152,74086.99,10-11-2001,
93291,CA,100.152,75114.0,09/19/2002,
93619,CA,10.02,66111.0,05/20/2005,
93619,CA,10.02,63457.06,07/22/2005,
95118,CA,10.02,72562.96,08/28/2007,
93247,CA,10.02,76338.0,12/19/2005,
94526,CA,10.02,78100.0,05/26/2006,
92084,CA,10.02,72430.69,05/17/2004,
95448,CA,10.02,61950.0,02/23/2005,
92065,CA,10.02,69439.19,06/22/2005,
93611,CA,10.02,66111.0,05/20/2005,
92020,CA,10.02,67111.2,05/26/2005,
93611,CA,10.02,63457.06,07/22/2005,
93619,CA,10.02,67351.0,11/15/2005,
95320,CA,10.02,85953.0,5-2-2008,
95320,CA,10.02,85953.0,11/14/2007,
90240,CA,10.032,58844.0,12/21/2010,
92127,CA,10.032,54669.0,9-3-2010,
93245,CA,10.032,58817.75,4-5-2010,
92127,CA,10.032,54669.0,12-9-2010,
93245,CA,10.032,58817.75,07/20/2011,
93560,CA,10.032,49000.0,8-5-2011,
93560,CA,10.032,49000.0,5-11-2011,
90240,CA,10.032,58844.0,10/19/2010,
92270,CA,10.034,83332.0,05/25/2007,
92270,CA,10.034,83332.0,04/13/2007,
93449,CA,1.003.490.359,38747.0,6-11-2013,
94022,CA,10.035,79644.38,08/30/2006,
94945,CA,10.038,205726.89,06/17/2009,
95746,CA,10.04,24391.01,11/30/2012,
92509,CA,10.044,52409.6,05/15/2000,
92264,CA,10.045,47311.95,2-6-2014,
92307,CA,10.045,51332.22,8-6-2012,
92211,CA,10.045,43350.0,1-7-2013,
91350,CA,10.045,0.0,07/23/2013,
92234,CA,10.045,0.0,08/21/2013,
91762,CA,10.045,0.0,12/16/2013,
94022,CA,10.045,80831.34,11-7-2007,
90046,CA,10.045,0.0,7-3-2013,
91326,CA,10.045,0.0,10-2-2013,
91344,CA,10.045,0.0,12/30/2013,
91324,CA,10.045,0.0,8-2-2013,
91311,CA,10.045,0.0,11-7-2013,
91381,CA,10.045,84778.0,06/19/2007,
91381,CA,10.045,37366.65,12/31/2013,
91302,CA,10.045,47311.95,02/13/2014,
95073,CA,10.045,54812.88,3-5-2009,
90291,CA,10.045,80747.0,4-6-2007,
91326,CA,10.045,69000.0,09/16/2009,
95073,CA,10.045,54812.88,05/23/2009,
95120,CA,10.045,50943.0,3-1-2013,
95120,CA,10.045,46900.0,02/19/2013,
95304,CA,10.045,52830.9,05/31/2013,
91306,CA,10.045,45482.0,4-8-2013,
90056,CA,10.045,0.0,12-11-2013,
93110,CA,10.045,53629.71,12-10-2012,
92503,CA,10.045,0.0,8-12-2013,
92562,CA,10.045,45436.0,2-7-2013,
92563,CA,10.045,47001.4,2-11-2014,
93308,CA,10.045,0.0,4-5-2013,
93312,CA,10.045,0.0,06/25/2013,
93313,CA,10.045,0.0,9-6-2013,
93314,CA,10.045,0.0,08/16/2013,
93619,CA,10.045,41185.0,02/20/2013,
93636,CA,10.045,58509.33,10/25/2013,
92596,CA,10.045,46400.0,10/21/2013,
93711,CA,10.045,0.0,2-1-2013,
93720,CA,10.045,47375.5,6-10-2013,
94022,CA,10.045,80831.34,12-5-2007,
94024,CA,10.045,0.0,11-12-2013,
93230,CA,10.045,0.0,10/17/2013,
94513,CA,10.045,57700.0,02/29/2012,
92860,CA,10.045,45403.0,6-7-2013,
93257,CA,10.045,41454.0,5-3-2013,
93274,CA,10.045,0.0,3-7-2013,
92869,CA,10.045,36664.0,7-9-2013,
93550,CA,10.045,0.0,10-9-2013,
93552,CA,10.045,45504.0,07/22/2013,
93555,CA,10.045,40280.0,11/26/2013,
93555,CA,10.045,46410.0,3-11-2013,
92880,CA,10.045,41185.0,8-2-2013,
94513,CA,10.045,57700.0,12/20/2011,
91381,CA,10.045,84778.0,04/19/2007,
95746,CA,1.004.890.384,51644.0,6-4-2013,
91354,CA,10.05,67574.0,7-10-2013,
91901,CA,10.05,46000.0,1-3-2014,
93292,CA,10.05,60996.0,01/22/2014,
92886,CA,10.05,49970.0,10/21/2013,
90265,CA,10.056,130031.0,02/14/2013,
95527,CA,10.058,72727.01,01/14/2002,
95864,CA,10.06,74917.0,01/21/2009,
92262,CA,10.061,61114.46,03/23/2005,
93063,CA,10.065,46802.0,11/14/2013,
92264,CA,10.07,50060.0,01/22/2014,
91381,CA,10.07,38500.0,1-3-2014,
91006,CA,10.07,48840.0,1-11-2014,
95982,CA,10.07,67746.98,02/22/2008,
91744,CA,10.07,52450.53,12/13/2013,
95982,CA,10.07,67746.98,7-11-2008,
92065,CA,10.07,36454.09,12-4-2013,
93065,CA,10.07,77841.1,01/23/2012,
92660,CA,10.07,43000.0,10/24/2013,
93065,CA,10.07,77841.1,07/28/2011,
92122,CA,1.007.076,68223.5,06/17/2002,
92122,CA,1.007.076,68223.5,03/21/2002,
92308,CA,10.08,92720.0,10/18/2007,
92308,CA,10.08,62980.0,03/24/2011,
95901,CA,10.08,82844.0,08/14/2007,
92336,CA,10.08,81244.98,08/14/2007,
92342,CA,10.08,68000.0,8-3-2009,
92614,CA,10.08,34708.0,01/14/2004,
91786,CA,10.08,85200.0,05/23/2006,
91786,CA,10.08,85702.0,05/23/2006,
91786,CA,10.08,85702.0,05/23/2006,
91786,CA,10.08,85702.0,05/23/2006,
91786,CA,10.08,85702.0,05/23/2006,
94960,CA,10.08,74034.33,04/26/2007,
95404,CA,10.08,96182.0,10-12-2007,
92270,CA,10.08,40320.0,07/30/2013,
92307,CA,10.08,85680.0,01/31/2008,
91762,CA,10.08,79824.3,5-7-2008,
95472,CA,10.08,82991.0,11/28/2006,
92111,CA,10.08,25797.0,2-6-2013,
91711,CA,10.08,0.0,12/31/2012,
91737,CA,10.08,0.0,5-11-2011,
92223,CA,10.08,0.0,7-10-2013,
90274,CA,10.08,0.0,06/25/2012,
91387,CA,10.08,73405.34,10/13/2009,
91701,CA,10.08,0.0,2-8-2013,
91789,CA,10.08,0.0,10/27/2011,
92262,CA,10.08,0.0,08/26/2013,
92264,CA,10.08,0.0,06/20/2013,
90274,CA,10.08,70259.0,12/27/2011,
90275,CA,10.08,56750.0,09/21/2013,
95476,CA,10.08,74893.0,09/17/2007,
94705,CA,10.08,70200.0,10-3-2007,
90290,CA,10.08,62255.0,03/29/2012,
94583,CA,10.08,71550.0,11/27/2007,
91762,CA,10.08,79824.3,12-3-2007,
92065,CA,10.08,76270.0,12-10-2007,
91311,CA,10.08,0.0,10/16/2012,
91311,CA,10.08,0.0,6-4-2013,
91325,CA,10.08,0.0,01/31/2013,
91335,CA,10.08,0.0,7-3-2013,
91361,CA,10.08,57553.0,07/23/2012,
95624,CA,10.08,58554.0,11/18/2011,
91362,CA,10.08,85000.0,12/14/2011,
95864,CA,10.08,44200.0,02/23/2012,
95608,CA,10.08,49345.0,5-10-2012,
91384,CA,10.08,52961.59,09/20/2012,
95608,CA,10.08,0.0,1-7-2013,
95841,CA,10.08,0.0,03/15/2013,
95624,CA,10.08,0.0,01/23/2013,
91390,CA,10.08,81000.0,6-5-2008,
91390,CA,10.08,79811.31,9-10-2009,
91709,CA,10.08,83709.6,1-3-2011,
94534,CA,10.08,68660.0,08/20/2009,
92064,CA,10.08,71166.1,08/24/2009,
92504,CA,10.08,63504.0,9-3-2009,
91387,CA,10.08,73405.34,9-4-2009,
92657,CA,10.08,72617.71,09/21/2009,
92028,CA,10.08,60509.98,10-9-2009,
92583,CA,10.08,61087.0,10/19/2009,
90247,CA,10.08,60480.0,11-4-2009,
95437,CA,10.08,27770.56,11-5-2009,
95926,CA,10.08,55831.0,11-5-2009,
95242,CA,10.08,57645.0,12-3-2009,
90815,CA,10.08,45360.0,09/22/2010,
91016,CA,10.08,64000.0,3-6-2012,
91030,CA,10.08,62980.0,12-12-2012,
91030,CA,10.08,59850.0,08/27/2011,
91390,CA,10.08,81000.0,4-1-2008,
95228,CA,10.08,79839.0,04/17/2008,
95953,CA,10.08,71812.6,06/18/2008,
93722,CA,10.08,103320.0,07/14/2008,
91739,CA,10.08,18615.96,12/13/2013,
95123,CA,10.08,103320.0,10/14/2008,
94520,CA,10.08,57216.0,01/24/2013,
94520,CA,10.08,58081.0,03/19/2013,
94520,CA,10.08,58081.0,03/19/2013,
94520,CA,10.08,58081.0,03/19/2013,
94520,CA,10.08,57216.0,01/24/2013,
95747,CA,10.08,73125.0,11/19/2008,
95603,CA,10.08,50046.0,05/31/2012,
95603,CA,10.08,50046.0,05/31/2012,
95603,CA,10.08,50046.0,05/31/2012,
95603,CA,10.08,50046.0,09/17/2012,
95603,CA,10.08,32978.0,05/31/2012,
95442,CA,10.08,114307.0,06/29/2007,
95020,CA,10.08,80438.4,05/27/2010,
95746,CA,10.08,80438.4,05/27/2010,
92831,CA,10.08,80917.2,6-7-2010,
95603,CA,10.08,57954.0,6-9-2010,
93618,CA,10.08,63000.0,07/13/2010,
93010,CA,10.08,63706.0,07/16/2010,
92064,CA,10.08,58318.59,07/24/2010,
91360,CA,10.08,145679.87,8-9-2010,
91350,CA,10.08,68819.53,8-10-2010,
95667,CA,10.08,61038.0,08/13/2010,
95667,CA,10.08,80438.4,08/20/2010,
95602,CA,10.08,51520.0,08/26/2010,
93720,CA,10.08,59460.0,08/30/2010,
95682,CA,10.08,52005.0,9-2-2010,
95650,CA,10.08,80438.4,09/14/2010,
92570,CA,10.08,52425.0,10-4-2010,
94549,CA,10.08,76500.0,10/13/2010,
92065,CA,10.08,56750.0,10/18/2010,
91405,CA,10.08,89508.07,04/16/2009,
91405,CA,10.08,89508.07,04/16/2009,
92821,CA,10.08,66367.37,04/30/2010,
93561,CA,10.08,62750.0,11/22/2010,
94028,CA,10.08,76926.81,5-7-2009,
94903,CA,10.08,69888.0,5-8-2009,
91390,CA,10.08,79811.31,05/26/2009,
93611,CA,10.08,88798.0,6-1-2009,
92504,CA,10.08,61214.0,06/17/2009,
93636,CA,10.08,65009.0,07/13/2009,
93314,CA,10.08,60366.0,07/17/2009,
93066,CA,10.08,79337.51,8-4-2009,
95209,CA,10.08,57300.0,8-10-2009,
93619,CA,10.08,57960.0,03/30/2010,
94566,CA,10.08,75469.0,03/30/2010,
95066,CA,10.08,51415.72,03/31/2010,
93312,CA,10.08,62140.06,4-5-2010,
95301,CA,10.08,54593.0,4-7-2010,
92860,CA,10.08,51485.0,4-7-2010,
93446,CA,10.08,54873.0,4-9-2010,
95746,CA,10.08,33810.77,4-9-2010,
91737,CA,10.08,80438.4,04/14/2010,
90815,CA,10.08,45360.0,04/23/2010,
91356,CA,10.08,59527.0,11/24/2010,
90064,CA,10.08,66240.0,10/26/2010,
90045,CA,10.08,50647.0,10/20/2010,
91411,CA,10.08,75264.75,11/25/2009,
91405,CA,10.08,104426.47,04/16/2009,
90068,CA,10.08,81366.45,4-1-2009,
91325,CA,10.08,102880.0,4-12-2008,
91040,CA,10.08,,12-12-2012,
94598,CA,10.08,93849.0,04/16/2002,
93274,CA,10.08,75114.0,11/27/2002,
93277,CA,10.08,76174.0,8-2-2002,
92020,CA,10.08,74934.0,01/17/2003,
93291,CA,10.08,40000.0,12/22/2003,
92514,CA,10.08,34708.0,01/14/2004,
92104,CA,10.08,68457.69,4-6-2004,
95070,CA,10.08,80438.4,5-4-2010,
92021,CA,10.08,65985.0,11/19/2004,
94904,CA,10.08,69464.0,08/23/2004,
93446,CA,10.08,67064.0,07/27/2007,
94598,CA,10.08,23520.0,08/14/2006,
95046,CA,10.08,151140.0,09/13/2005,
91785,CA,10.08,85200.0,05/23/2006,
91785,CA,10.08,85702.0,05/23/2006,
91785,CA,10.08,85702.0,05/23/2006,
91785,CA,10.08,85702.0,05/23/2006,
91785,CA,10.08,85702.0,05/23/2006,
94112,CA,10.08,86360.0,06/20/2006,
93422,CA,10.08,83366.0,05/24/2006,
93066,CA,10.08,79337.51,10-1-2009,
93066,CA,10.08,110000.0,4-7-2011,
95020,CA,10.08,0.0,03/16/2011,
