Date,Size
1/1/2015,161
1/1/2014,128
1/1/2013,75
1/1/2012,69
1/1/2011,17
1/1/2010,13
1/1/2009,6
1/1/2008,6
1/1/2007,6
1/1/2006,6
1/1/2005,6
1/1/2004,6
1/1/2003,6
1/1/2002,6
1/1/2001,6
1/1/2000,6
total,181
