Date,Size
1/1/2015,67957
1/1/2014,67949
1/1/2013,51626
1/1/2012,37004
1/1/2011,24921
1/1/2010,14403
1/1/2009,9647
1/1/2008,6361
1/1/2007,3925
1/1/2006,1792
1/1/2005,515
1/1/2004,106
1/1/2003,38
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,67957
