Date,Size
1/1/2015,28504
1/1/2014,27241
1/1/2013,19442
1/1/2012,12212
1/1/2011,8735
1/1/2010,6810
1/1/2009,4494
1/1/2008,2638
1/1/2007,1469
1/1/2006,930
1/1/2005,683
1/1/2004,430
1/1/2003,313
1/1/2002,306
1/1/2001,161
1/1/2000,161
total,28504
