Date,Size
1/1/2015,1672
1/1/2014,1560
1/1/2013,1560
1/1/2012,1353
1/1/2011,1353
1/1/2010,916
1/1/2009,526
1/1/2008,287
1/1/2007,182
1/1/2006,117
1/1/2005,82
1/1/2004,24
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,1672
