Date,Size
1/1/2015,4713
1/1/2014,4692
1/1/2013,4102
1/1/2012,2916
1/1/2011,2164
1/1/2010,1480
1/1/2009,696
1/1/2008,158
1/1/2007,116
1/1/2006,99
1/1/2005,41
1/1/2004,28
1/1/2003,25
1/1/2002,25
1/1/2001,25
1/1/2000,0
total,4713
