Date,Size
1/1/2015,10494
1/1/2014,7933
1/1/2013,5622
1/1/2012,4608
1/1/2011,3897
1/1/2010,3063
1/1/2009,2003
1/1/2008,1177
1/1/2007,374
1/1/2006,28
1/1/2005,0
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,10494
