Date,Size
1/1/2015,34
1/1/2014,34
1/1/2013,34
1/1/2012,34
1/1/2011,34
1/1/2010,19
1/1/2009,16
1/1/2008,14
1/1/2007,12
1/1/2006,12
1/1/2005,12
1/1/2004,7
1/1/2003,1
1/1/2002,1
1/1/2001,1
1/1/2000,0
total,34
