Date,Size
1/1/2015,79
1/1/2014,79
1/1/2013,79
1/1/2012,79
1/1/2011,79
1/1/2010,34
1/1/2009,14
1/1/2008,0
1/1/2007,0
1/1/2006,0
1/1/2005,0
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,79
